,SMILES,Value
1859,C(#Cc1ccccc1)COc1nsnc1[C@@H]1CN2CC[C@H]1C2,0.067
1860,CCN(CCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1)C(=O)c1cccc(I)c1,0.06709999999999999
1861,CCCCCCOc1nsnc1C1=CCCN(C)C1,0.0673
1862,C(#Cc1ccccc1)COc1nsnc1[C@@H]1CN2CC[C@H]1C2,0.0673
1863,CC(=O)N[C@@H](CCCN)C(=O)NC(=O)[C@H](CCCNC(=N)N)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,0.06761
1864,CCCCOC(=O)C1=C(c2ccccc2)CCN(CC)C1,0.0679
1865,CC(=O)N[C@@H](CCCN)C(=O)NC(=O)[C@H](CCCNC(=N)N)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,0.068
1866,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)C3CC3)CC2)CC1,0.068
1867,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CC[C@H]3CCC[C@H](C)N3)[C@@H]12,0.068
1868,O=C1CCc2c(F)cccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,0.068
1869,CCCCOC(=O)C1=C(c2ccccc2)CCN(CC)C1,0.068
1870,O=C1CCc2c(F)cccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,0.068
1871,C[C@]1(C(=O)O[C@H]2CN3CCC2CC3)COCC(c2ccccc2)(c2ccccc2)O1,0.068
1872,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CC[C@H]3CCC[C@H](C)N3)[C@@H]12,0.068
1873,Cc1cc2c(cc1Cc1ccc(-n3ccnc3)cc1)C(=O)N([C@H]1CCOC[C@@H]1O)C2,0.068
1874,Cc1cc2c(cc1Cc1ccc(-n3ccnc3)cc1)C(=O)N([C@H]1CCOC[C@@H]1O)C2,0.068
1875,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,0.068
1876,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)C3CC3)CC2)CC1,0.06808
1877,Cc1cc(F)cnc1N1CCN(C(=O)CCCc2cccc3ncccc23)CC1,0.069
1878,CCN1CCC(c2ccccc2)=C(C(=O)OCCCCc2ccccc2)C1,0.069
1879,O=C1CCc2ccccc2N1CCCN1CCC(CCCCCCCO)CC1,0.069
1880,O=C1CCc2ccccc2N1CCCN1CCC(CCCCCCCO)CC1,0.06918
1881,CCN1CCC(c2ccccc2)=C(C(=O)OCCCCc2ccccc2)C1,0.0694
1882,COc1ccc([S@+]([O-])c2ccc(C(=O)C3CCN(C4CCCCC4)CC3)cc2)cc1,0.0695
1883,O=C(CCCCCNC(=O)CCc1ccc2n1[B-](F)(F)[N+]1=C(c3cccs3)C=CC1=C2)NCCCCN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0.0697
1884,C[N+]1=C(CCC(=O)NCCCCCC(=O)NCCCCN2CCN(CC(=O)N3c4ccccc4C(=O)Nc4cccnc43)CC2)C=C/C1=C/c1ccc(-c2cccs2)n1[BH-](F)F,0.0697
1885,O=C(CCCCCNC(=O)CCc1ccc2n1[B-](F)(F)[N+]1=C(c3cccs3)C=CC1=C2)NCCCCN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0.0697
1886,Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-n2cc(O)cn2)cc1,0.07
1887,Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-n2cc(O)cn2)cc1,0.07
1888,COc1ccc(COC(=O)N(c2ccccc2)C2CN3CCC2CC3)cc1F,0.07
1889,Cc1c(Br)ccc(F)c1[C@@H](C)[C@H](NS(=O)(=O)c1ccc(Cl)c2c1OCC[C@]2(C)O)c1n[nH]c(=O)o1,0.07
1890,CC(C)[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=S,0.07
1891,CN1CCC(OC(=O)N(CCc2ccc(F)cc2)c2ccccc2)CC1,0.07
1892,COc1ccc([S@+]([O-])c2ccc(C(=O)C3CCN(C4CCCCC4)CC3)cc2)cc1,0.07
1893,COc1ccc(COC(=O)N(c2ccccc2)C2CN3CCC2CC3)cc1F,0.07
1894,CCOC(=O)N(CC)CCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,0.07
1895,CCOC(=O)N(CC)CCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,0.07
1896,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2cc(OCC(F)F)ccc2C(N)=O)c2n[nH]c(=O)o2)c1C,0.07
1897,O=C(NC1CCN(CC2CCCCCCC2)CC1)C(O)(c1ccccc1)C1CCCC1,0.07
1898,Cc1c(Cl)ccc(F)c1[C@@H](C)[C@H](NS(=O)(=O)c1ncc(Br)cc1C(N)=O)c1n[nH]c(=O)o1,0.07
1899,C[N+]1=C(CCC(=O)NCCCCCC(=O)NCCCCN2CCN(CC(=O)N3c4ccccc4C(=O)Nc4cccnc43)CC2)C=C/C1=C/c1ccc(-c2cccs2)n1[BH-](F)F,0.07
1900,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)cc2C(=O)NO)c2n[nH]c(=O)o2)c1C,0.07
1901,CN1CCC(OC(=O)N(CCc2ccc(F)cc2)c2ccccc2)CC1,0.07
1902,O=C(NC1CCN(CC2CCCCCCC2)CC1)C(O)(c1ccccc1)C1CCCC1,0.07
1903,Cc1c(Br)ccc(F)c1[C@@H](C)[C@H](NS(=O)(=O)c1ccc(Cl)c2c1OCC[C@@H]2O)c1n[nH]c(=O)o1,0.07
1904,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)c3c2OCC[C@H]3O)c2n[nH]c(=O)o2)c1C,0.07
1905,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)c(C(=O)N3C4CCC3COC4)n2)c2n[nH]c(=O)o2)c1C,0.07
1906,CC(C)[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=S,0.07
1907,C(#Cc1ccccc1)COc1nsnc1C12CN3CC1C2C3,0.0705
1908,C(#Cc1ccccc1)COc1nsnc1C12CN3CC1C2C3,0.0705
1909,Fc1ccc(C#CCOc2nsnc2C23CN4CC2C3C4)cc1,0.071
1910,O=C(NCC1CCN(CC2CCCC2)CC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1,0.071
1911,CC(C)[C@@H]1N=C(c2ccccc2)c2cc(C(F)(F)F)ccc2NC1=S,0.071
1912,CC(C)[C@@H]1N=C(c2ccccc2)c2cc(C(F)(F)F)ccc2NC1=S,0.071
1913,Fc1ccc(C#CCOc2nsnc2C23CN4CC2C3C4)cc1,0.071
1914,C(#Cc1ccccc1)COc1nsnc1C12CN3CC1C2C3,0.071
1915,O=C(NCC1CCN(CC2CCCC2)CC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1,0.071
1916,Cc1cc(F)cnc1N1CCN(C(=O)CCS(=O)(=O)c2cccc3ncsc23)[C@@H](C)C1,0.071
1917,Cn1ncc2cc(Cn3cc(C(=O)N[C@H]4COCC[C@@H]4O)c4ncccc43)ccc21,0.0715
1918,COc1ccc(S(=O)(=O)c2ccc(C(C#N)N3CCN(C4CCCCC4)CC3)cc2)cc1,0.0718
1919,C[N+](C)(CC#CCOC1=NOCC1)Cc1cc(F)c(/N=N\c2c(F)cccc2F)c(F)c1,0.072
1920,O=C(NC1CCN(Cc2ccoc2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,0.072
1921,Brc1cc(CO/N=C2\CN3CCC2CC3)on1,0.072
1922,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,0.072
1923,COc1ccc(S(=O)(=O)c2ccc(C(C#N)N3CCN(C4CCCCC4)CC3)cc2)cc1,0.072
1924,Brc1cc(CO/N=C2\CN3CCC2CC3)on1,0.072
1925,Cn1ncc2cc(Cn3cc(C(=O)N[C@H]4COCC[C@@H]4O)c4ncccc43)ccc21,0.072
1926,O=C(NC1CCN(Cc2ccoc2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,0.072
1927,C[N+](C)(CC#CCOC1=NOCC1)Cc1cc(F)c(/N=N\c2c(F)cccc2F)c(F)c1,0.07244
1928,Cc1ccc(C2=CN3CCC2CC3)s1,0.073
1929,O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,0.073
1930,COC(=O)C1=CCCN(C)C1,0.073
1931,O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,0.073
1932,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)N(Cc1ccsc1)c1ccccc1)C2,0.07379999999999999
1933,CN1C2CCC1CC(OC(=O)N(Cc1ccsc1)c1ccccc1)C2,0.07379999999999999
1934,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(S(=O)(=O)CC)CC2)CC1,0.074
1935,CN1CCC[C@@H]1[C@@H]1C[S+]([O-])C(c2ccccc2)(c2ccccc2)O1,0.07413
1936,CN1CCC[C@@H]1[C@@H]1C[S+]([O-])C(c2ccccc2)(c2ccccc2)O1,0.07413
1937,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(S(=O)(=O)CC)CC2)CC1,0.07447
1938,CCCCCCSc1nccnc1O[C@@H]1CN2CCC1C2,0.075
1939,CCCCCCSc1nccnc1O[C@@H]1CN2CCC1C2,0.075
1940,O=C(N[C@@H]1CCCC[C@H]1O)c1cc(Cc2ccc(-c3cccnc3)cc2)c2cccn2n1,0.075
1941,CCN(CC)CCOCCOC(=O)C1(c2ccc(Cl)cc2)CCCC1,0.075
1942,CCN(CC)CCOCCOC(=O)C1(c2ccc(Cl)cc2)CCCC1,0.075
1943,O=C(N[C@@H]1CCCC[C@H]1O)c1cc(Cc2ccc(-c3cccnc3)cc2)c2cccn2n1,0.075
1944,[C]C([C])=[C][C][C]N1[C][C][C]([N]C(=O)[C@]([O])(c2ccccc2)[C@H]2[C][C][C@H](F)[C]2)[C][C]1,0.075
1945,CC(C)=CCCN1CCC(NC(=O)[C@](O)(c2ccccc2)[C@H]2CC[C@H](F)C2)CC1,0.075
1946,CN1C2CCC1CC(OC(=O)N(Cc1ccc(C#N)cc1)c1ccsc1)C2,0.07579999999999999
1947,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)N(Cc1ccc(C#N)cc1)c1ccsc1)C2,0.07579999999999999
1948,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,0.076
1949,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,0.076
1950,CN(C(=O)C1c2ccccc2Oc2ccccc21)[C@H]1C[N+]2(CCCn3cccc3)CCC1CC2,0.076
1951,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,0.076
1952,CN(C(=O)C1c2ccccc2Oc2ccccc21)[C@H]1C[N+]2(CCCn3cccc3)CCC1CC2,0.076
1953,CCCCOC(=O)C1CN(CC)CC=C1c1ccccc1,0.0768
1954,CN(C)CCC=C1c2ccccc2COc2ccccc21,0.077
1955,CC(c1ccc(S(=O)(=O)c2ccccc2)cc1)N1CCN(CCO)CC1,0.077
1956,CCCCOC(=O)C1CN(CC)CC=C1c1ccccc1,0.077
1957,O=C(CCCNC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NCCC(=O)NCC1CCCN(CC2CCCCC2)C1,0.077
1958,O=C(CCCNC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NCCC(=O)NCC1CCCN(CC2CCCCC2)C1,0.077
1959,CCCCCCCCOC(=O)C1CN(CC)CC=C1c1ccccc1,0.077
1960,O=C(N[C@H]1CCOC[C@@H]1O)c1cn(Cc2ccc(-c3cc[nH]n3)cc2)c2cccnc12,0.077
1961,CC(c1ccc(S(=O)(=O)c2ccccc2)cc1)N1CCN(CCO)CC1,0.077
1962,CCCCCCCCOC(=O)C1CN(CC)CC=C1c1ccccc1,0.0773
1963,CN1CCC=C(c2nsnc2OCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,0.07762000000000001
1964,CCCCCCCOC(=O)C1=C(c2ccccc2)CCN(CC)C1,0.078
1965,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,0.078
1966,CN1CCC=C(c2nsnc2OCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,0.078
1967,CCCCCCCOC(=O)C1=C(c2ccccc2)CCN(CC)C1,0.078
1968,CN1CCC=C(c2nsnc2SCCCCCSc2nsnc2C2=CCCN(C)C2)C1,0.079
1969,Brc1cc(CO/N=C2\CN3CCC2C3)on1,0.079
1970,N#Cc1ccc(C2=CCN(C(=O)CCS(=O)(=O)c3cccc4ncsc34)CC2)nc1,0.079
1971,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,0.079
1972,CN1CCC=C(c2nsnc2SCCCCCSc2nsnc2C2=CCCN(C)C2)C1,0.079
1973,Cc1cc(F)cnc1N1CCN(C(=O)CCCc2cccc3ncncc23)[C@@H](C)C1,0.079
1974,Cc1cc(F)cnc1N1CCN(C(=O)CCS(=O)(=O)c2cccc3ncsc23)[C@@H](C)C1,0.079
1975,Brc1cc(CO/N=C2\CN3CCC2C3)on1,0.079
1976,Cc1ccnc(Cn2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c3nccc(Cl)c32)c1,0.07940000000000001
1977,CC(=O)OC1CC2NC1CCC2O,0.07940000000000001
1978,N#Cc1ccc(C2=CCN(C(=O)CCS(=O)(=O)c3cccc4ncsc34)CC2)nc1,0.07943
1979,Cc1cc(F)cnc1N1CCN(C(=O)CCCc2cccc3ncncc23)[C@@H](C)C1,0.07943
1980,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(OC)cc2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc4c(c3)OCO4)C2)cc1,0.07943
1981,CN1CCC=C(c2nsnc2OCCOCCOCCOCCO)C1,0.07943
1982,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(OC)cc2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc4c(c3)OCO4)C2)cc1,0.07943
1983,CN1CCC[C@@H]1[C@@H]1C[S+]([O-])[C@](c2ccccc2)(C2CCCCC2)O1,0.07943
1984,Cc1cc(F)cnc1N1CCN(C(=O)CCS(=O)(=O)c2cccc3ncsc23)[C@@H](C)C1,0.07943
1985,Cc1c(Cl)ccc(F)c1[C@@H](C)[C@H](NS(=O)(=O)c1ccc(Cl)c2c1OCC[C@]2(C)O)c1n[nH]c(=O)o1,0.08
1986,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)c3c2OCC[C@@]3(O)C(F)(F)F)c2n[nH]c(=O)o2)c1C,0.08
1987,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)c(C(=O)N(C)C)n2)c2n[nH]c(=O)o2)c1C,0.08
1988,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2cc(C(C)(C)O)c(F)cc2C(N)=O)c2n[nH]c(=O)o2)c1C,0.08
1989,CC(=O)OC1(C)CCOc2c(S(=O)(=O)N[C@H](c3n[nH]c(=O)o3)[C@H](C)c3c(F)ccc(Br)c3C)ccc(Cl)c21,0.08
1990,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)c3c2OCC[C@@H]3O)c2n[nH]c(=O)o2)c1C,0.08
1991,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)cc2C(N)=O)c2n[nH]c(=O)o2)c1C,0.08
1992,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)c(C(=O)N3CCC4(CC3)COC4)n2)c2n[nH]c(=O)o2)c1C,0.08
1993,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)c3c2OCC[C@]3(C)O)c2n[nH]c(=O)o2)c1C,0.08
1994,CN1CCCC/C1=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2,0.08
1995,COc1c(S(=O)(=O)N[C@H](c2n[nH]c(=O)o2)[C@H](C)c2c(F)ccc3ccccc23)ccc(Cl)c1C(C)O,0.08
1996,CC(C)[C@@H]1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=S,0.08
1997,N#Cc1ccc(C2=CCN(C(=O)CCS(=O)(=O)c3cccc4ncsc34)CC2)nc1,0.08
1998,CN1CCCC/C1=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2,0.08
1999,Cc1ccc(F)c([C@@H](C)[C@@H](c2n[nH]c(=O)o2)N(C)S(=O)(=O)c2ccc(Cl)cc2C(N)=O)c1C,0.08
2000,Cn1cc(-c2ccc(Cc3cc(C(=O)N[C@H]4CCCC[C@@H]4O)nn4cccc34)cc2)cn1,0.08
2001,CC(C)[C@@H]1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=S,0.08
2002,Cn1cc(-c2ccc(Cc3cc(C(=O)N[C@H]4CCCC[C@@H]4O)nn4cccc34)cc2)cn1,0.08
2003,C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)N(C)CCc1ccc(F)cc1,0.0809
2004,C1=C(c2cc3ccccc3s2)C2CCN1CC2,0.081
2005,C1=C(c2cc3ccccc3s2)C2CCN1CC2,0.081
2006,N#Cc1cc(CO/N=C2\CN3CCC2CC3)on1,0.081
2007,N#Cc1cc(CO/N=C2\CN3CCC2CC3)on1,0.081
2008,C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)N(C)CCc1ccc(F)cc1,0.081
2009,CCCCCCOc1nsnc1C1=CCCN(C)C1,0.08128
2010,CCCCCCOc1nsnc1C1=CCCN(C)C1,0.082
2011,CC1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0.082
2012,N#Cc1cc(CO/N=C2\CN3CCC2C3)on1,0.082
2013,CNCCC=C1c2ccccc2CCc2ccccc21,0.082
2014,N#Cc1cc(CO/N=C2\CN3CCC2C3)on1,0.082
2015,CC1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0.0824
2016,CN(C)CCOC(c1ccccc1)c1ccccc1,0.083
2017,Cc1cc(F)cnc1N1CCN(C(=O)CCCc2cccc3ncncc23)[C@@H](C)C1,0.083
2018,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0.083
2019,COc1ccc([S@@+]([O-])c2ccc(C(C#N)N3CCN(C4CCCCC4)CC3)cc2)cc1,0.083
2020,COc1ccc([S@@+]([O-])c2ccc(C(C#N)N3CCN(C4CCCCC4)CC3)cc2)cc1,0.083
2021,O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2cccc(F)c2c1=O,0.084
2022,O=C(N[C@H]1CCCC[C@@H]1O)c1cc(Cc2ccc(Cl)nc2)c2ccccc2c1F,0.084
2023,O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2cccc(F)c2c1=O,0.084
2024,O=C(NCCc1ccc(CN2CCCC2)cc1)c1ccc(-c2ccc(Cl)cc2)cc1,0.084
2025,O=C(NCCc1ccc(CN2CCCC2)cc1)c1ccc(-c2ccc(Cl)cc2)cc1,0.084
2026,CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)N(Cc1ccoc1)c1ccccc1)C2,0.0845
2027,CN1C2CCC1CC(OC(=O)N(Cc1ccoc1)c1ccccc1)C2,0.0845
2028,CCCCCOC(=O)C1CN(CC)CC=C1c1ccccc1,0.0848
2029,CCCCCOC(=O)C1CN(CC)CC=C1c1ccccc1,0.085
2030,CCC(=O)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,0.085
2031,CC(c1ccc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1)N1CCN(C2CCCCC2)CC1,0.085
2032,CC(c1ccc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1)N1CCN(C2CCCCC2)CC1,0.085
2033,O=C1CCc2ccccc2N1CCCN1CCC(CCCCCCCO)CC1,0.08511
2034,CCC(=O)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,0.08511
2035,C[N+](C)(C)CCOC(=O)C(c1ccccc1)c1ccccc1,0.0857
2036,C[N+](C)(C)CCOC(=O)C(c1ccccc1)c1ccccc1,0.0857
2037,CC(=O)NC1CCN(CCCN2C(=O)CCc3cc(F)c(F)cc32)CC1,0.086
2038,[C]N([C])C1([C][N][C][C]=C2[C][C]O[C][C]2)[C]Oc2ccccc2O[C]1,0.086
2039,O=C(NCC1CCNCC1)c1ccccc1-c1ccc(Cl)cc1,0.086
2040,COc1ccc(CN(C(=O)OC2CC3CCC(C2)[N+]3(C)C)c2ccccc2)cc1,0.086
2041,COc1ccc(CN(C(=O)O[C@H]2C[C@H]3CC[C@@H](C2)[N+]3(C)C)c2ccccc2)cc1,0.086
2042,CN(C)C1(CNCC=C2CCOCC2)COc2ccccc2OC1,0.086
2043,CC(=O)NC1CCN(CCCN2C(=O)CCc3cc(F)c(F)cc32)CC1,0.086
2044,CC(=O)N[C@@H](CCCN)C(=O)NC(=O)[C@H](C)NC(=O)[C@H](CCNC(=N)N)NCCN1CCN(C(=O)CCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1,0.087
2045,C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)NCc1ccccc1F,0.087
2046,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(=O)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,0.087
2047,C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)NCc1ccccc1F,0.087
2048,CC(=O)N[C@@H](CCCN)C(=O)NC(=O)[C@H](C)NC(=O)[C@H](CCNC(=N)N)NCCN1CCN(C(=O)CCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1,0.0871
2049,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(=O)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,0.0871
2050,[C]C([C])=[C][C][C]N1[C][C][C]([N]C(=O)[C@]([O])(c2ccccc2)[C@H]2[C][C][C@H]([O])[C]2)[C][C]1,0.088
2051,CC(C)=CCCN1CCC(NC(=O)[C@](O)(c2ccccc2)[C@H]2CC[C@H](O)C2)CC1,0.088
2052,O=C(N[C@H]1CCCC[C@@H]1O)C1=CN(Cc2ccnc(Cl)c2)c2cccc(F)c2O1,0.088
2053,Cn1ccc2c(Cc3ccc(-c4nccs4)cc3)cc(C(=O)N[C@@H]3CCOC[C@H]3O)nc21,0.089
2054,Cn1ccc(-c2ccc(Cn3cc(C(=O)N[C@H]4CCCC[C@@H]4O)c4ncccc43)cc2)n1,0.089
2055,CN(CCc1ccccc1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.089
2056,CN(CCc1ccccc1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.089
2057,Cn1ccc(-c2ccc(Cn3cc(C(=O)N[C@H]4CCCC[C@@H]4O)c4ncccc43)cc2)n1,0.089
2058,O=C(CCc1ccc(-c2ccc(Cl)cc2)cc1)Nc1ccc(CN2CCCCC2)cc1,0.089
2059,O=C(CCc1ccc(-c2ccc(Cl)cc2)cc1)Nc1ccc(CN2CCCCC2)cc1,0.089
2060,CC(=O)OC1CC2CC(OS(=O)(=O)c3cccc(C)c3)CC1N2C,0.0891
2061,Cn1ccc2c(Cc3ccc(-c4nccs4)cc3)cc(C(=O)N[C@@H]3CCOC[C@H]3O)nc21,0.08913
2062,CCN1CCN(C(=O)C(Cc2ccccc2)c2ccccc2)CC1(C)C,0.08913
2063,CCN1CCN(C(=O)C(Cc2ccccc2)c2ccccc2)CC1(C)C,0.08913
2064,Cn1ccc2c(Cc3ccc(-c4nccs4)cc3)cc(C(=O)N[C@@H]3CCOC[C@H]3O)nc21,0.09
2065,Cc1c(Br)ccc(F)c1[C@@H](C)[C@H](NS(=O)(=O)c1ccc(F)c2c1OCC[C@@]2(C)O)c1n[nH]c(=O)o1,0.09
2066,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2cc(-c3nnco3)ccc2C(N)=O)c2n[nH]c(=O)o2)c1C,0.09
2067,COc1cc(Cl)ccc1S(=O)(=O)N[C@H](c1n[nH]c(=O)o1)[C@H](C)c1c(F)ccc(-c2cnn(C)c2)c1C,0.09
2068,COc1cc(C#N)ccc1S(=O)(=O)N[C@H](c1n[nH]c(=O)o1)[C@H](C)c1c(F)ccc(C)c1C,0.09
2069,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(F)c(C(C)(C)O)c2F)c2n[nH]c(=O)o2)c1C,0.09
2070,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(C(F)(F)F)c3c2OCC[C@@H]3O)c2n[nH]c(=O)o2)c1C,0.09
2071,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2cc3c(cc2C(N)=O)OCCO3)c2n[nH]c(=O)o2)c1C,0.09
2072,CCN1CCN(C(=O)C(Cc2ccccc2)c2ccccc2)CC1(C)C,0.09
2073,Cc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)c(C(C)(C)O)n2)c2n[nH]c(=O)o2)c1C,0.09
2074,Cc1c(Br)ccc(F)c1[C@@H](C)[C@H](NS(=O)(=O)c1ccc(Cl)c2c1OCCC2=O)c1n[nH]c(=O)o1,0.09
2075,Cc1nccn1CC#CCOc1ccon1,0.091
2076,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0.091
2077,Cc1nccn1CC#CCOC1=NOCC1,0.0912
2078,Cc1nccn1CC#CCOc1ccon1,0.0912
2079,Cc1cnc(C(=O)N[C@H]2CCCC[C@@H]2O)cc1Cc1ccc(-n2cccn2)cc1,0.092
2080,Cc1cnc(C(=O)N[C@H]2CCCC[C@@H]2O)cc1Cc1ccc(-n2cccn2)cc1,0.092
2081,CCOC(=O)N1C[C@H]2CC[C@@H](C1)[C@H]2NCCNC(=O)c1ccccc1,0.092
2082,NCCCC1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,0.092
2083,NCCCC1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,0.092
2084,COc1ccc(OC[C@H]2CN(C)CC[C@@H]2c2ccccc2)cc1,0.092
2085,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c(C)nn(Cc3nc(C)c4ccccc4n3)c(=O)c21,0.093
