SMILES,Type,Relation,Value
CCN1CC=C(c2ccccc2)C(C(=O)OCC2CCCCC2)C1.O=C(O)C(=O)O,IC50,'=',54.2
CN1CCC=C(c2nsnc2OCCCCn2ccnc2)C1,IC50,'=',53703.18
CCCCCCCCCOC(=O)C1=C(c2ccccc2)CCN(CC)C1,IC50,'=',11.5
CCN1CC=C(c2ccccc2)C(C(=O)OCC(C)C)C1.O=C(O)C(=O)O,IC50,'=',128
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,IC50,,
C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,IC50,,
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,,
CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1,IC50,,
CC(C)N1CCN(C(=O)C(Cc2ccccc2)c2ccccc2)CC1,IC50,'=',440
O=C(C1CN(S(=O)(=O)c2cccc3cnc(Cl)cc23)C1)N1CCN(c2ccncc2)CC1,IC50,'=',1600
O=C(C1CN(S(=O)(=O)c2cccc3c2OCO3)C1)N1CC2CN(c3ccncc3)CC2C1,IC50,'=',1900
O=C(C1CN(S(=O)(=O)c2ccc(C(F)(F)F)nc2)C1)N1CCN(c2ccncc2)CC1,IC50,'>',10000
O=C(C1CN(S(=O)(=O)c2cccc3cnc(Cl)cc23)C1)N1CCN(c2ccncc2)CC1,IC50,'=',1548.82
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,IC50,'=',48.98
OCC1CCN(Cc2ccc(OCCCc3ccc(-c4ccc(Cl)cc4)nn3)cc2)CC1,IC50,'=',1650
O=C(CN1CCN(C2CCCC2)CC1)NC1CCCCC1,IC50,'>',100000
,,,
O=C(C1CN(S(=O)(=O)c2cccc(F)c2)C1)N1CCN(c2ccncc2)CC1,IC50,'=',1700
O=C(C1CN(S(=O)(=O)c2ccccc2OC(F)(F)F)C1)N1CCN(c2ccncc2)CC1,IC50,'=',2500
O=C(C1CN(S(=O)(=O)c2ccc(Cl)cn2)C1)N1CCN(c2ccncc2)CC1,IC50,'>',10000
O=C(C1CN(S(=O)(=O)c2ccc3cn[nH]c3c2)C1)N1CCN(c2ccncc2)CC1,IC50,'>',10000
COc1ccc(S(=O)(=O)N2CC(C(=O)N3CCN(c4ccncc4)CC3)C2)cn1,IC50,'>',10000
,,,
Cc1cc(N2CCN(C(=O)C3CN(S(=O)(=O)c4cccc5cnccc45)C3)CC2)ccn1,IC50,'=',110
CCCCCCOc1nsnc1C1=CCCN(C)C1,IC50,'=',0.008
,,,
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,IC50,,
CC(=O)Nc1ccc(O)cc1,IC50,,
CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CC[N+](Cc3ccc(Cl)cc3)(CC3CCCCC3)CC2)cc1,IC50,'=',141
CCN1CC=C(c2ccccc2)C(C(=O)OCCCCc2ccccc2)C1.O=C(O)C(=O)O,IC50,'=',743.1
O=C1CCc2ccccc2N1CCCN1CCC(CCCCCCCCCO)CC1,IC50,'=',489.78
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,IC50,,
C[N+](C)(C)CCOC(N)=O.[Cl-],IC50,,
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,IC50,'=',1066
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,IC50,,
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,IC50,,
COc1cccc(C(=O)Cn2cnc3c(C#N)c(N4CCC[C@H](N)C4)n(CC=C(C)C)c3c2=O)c1,IC50,'>',10000
COc1cccc(C(=O)Cn2cnc3c(C#N)c(N4CCC[C@H](N)C4)n(Cc4ccccc4)c3c2=O)c1,IC50,'>',10000
N#Cc1ccc(CN2CCC(NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)Nc3ccc(C(=O)NCc4ccccc4)cc3)C2)cc1,IC50,'>',3162.28
CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc4c(c3)OCO4)C2)cc1.[I-],IC50,'=',100
CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(C)cc2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc4c(c3)OCO4)C2)cc1.[I-],IC50,'=',100
O=C(C1CN(S(=O)(=O)c2cccc3c(Cl)nccc23)C1)N1CCN(c2ccncc2)CC1,IC50,'=',741.31
Cc1cc(S(=O)(=O)N2CC(C(=O)N3CCN(c4ccncc4)CC3)C2)cnc1Cl,IC50,'=',309.03
,,,
O=C(O[C@H]1CN2CCC1CC2)[C@](O)(c1cccs1)C1CCCC1,IC50,'=',0.19
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,IC50,,
CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,IC50,,
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,IC50,,
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,IC50,'=',6959
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,IC50,,
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,IC50,'=',79
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,IC50,,
COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,IC50,,
,IC50,,
CC(/C=N/O)CC#CCN(C)C,IC50,'=',25900
,,,
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,IC50,,
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,IC50,,
CCC1(C)CC(=O)NC1=O,IC50,,
CC(C)NC[C@@H](O)COc1cccc2ccccc12,IC50,,
,,,
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,IC50,,
COc1c2occc2cc2ccc(=O)oc12,IC50,,
NC(=O)c1cnccn1,IC50,,
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,IC50,,
C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,IC50,'=',1.8
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,IC50,,
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,IC50,,
CC(C)(C(=O)c1cccnc1)c1cccnc1,IC50,,
O=NN(CCCl)C(=O)NC1CCCCC1,IC50,,
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,IC50,'=',2615
,IC50,,
Cc1ccc(C#CCO/N=C2\CN3CCC2C3)cc1,IC50,'=',14100
CCN1CC[C@@H](c2ccccc2)[C@@H](C(=O)OC2CCCCC2)C1,IC50,'=',1141.1
CSc1nsnc1C1=C(C)CCN(C)C1,IC50,'>',100000
COc1ccc2c(c1)N=C(N1CCN(C)CC1)c1ccccc1N2,IC50,'=',19
C=CCC#CCO/N=C1\CN2CCC1C2,IC50,'=',9440
CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(OC)cc2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc4c(c3)OCO4)C2)cc1.[I-],IC50,'=',79.43
O=C(C1CN(S(=O)(=O)c2cccnc2)C1)N1CCN(c2ccncc2)CC1,IC50,'=',370
,,,
O=C(C1CN(S(=O)(=O)c2cccnc2Cl)C1)N1CCN(c2ccncc2)CC1,IC50,'=',1300
O=C(C1CN(S(=O)(=O)c2cccc3cnccc23)C1)N1CCN(c2ccncn2)CC1,IC50,'=',1500
O=C(C1CN(S(=O)(=O)c2cccc(Cl)c2)C1)N1CCN(c2ccncc2)CC1,IC50,'=',4073.8
Cc1cc2c(S(=O)(=O)N3CC(C(=O)N4CCN(c5ccncc5)CC4)C3)cccc2cn1,IC50,'=',2137.96
O=C(C1CN(S(=O)(=O)c2cccc3nsnc23)C1)N1CCN(c2ccncc2)CC1,IC50,'=',2089.3
O=C(C1CN(S(=O)(=O)c2cccc(Cl)c2Cl)C1)N1CCN(c2ccncc2)CC1,IC50,'=',831.76
Cc1csc2n(C)c(CNC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)Nc3ccc(C(=O)OC(C)C)cc3)c[n+]12,IC50,'<',5
CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCC[N+]2(Cc3ccc(Cl)cc3)CCCCC2)cc1,IC50,'=',198.8
CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCC[N+](C)(Cc2ccc3ccccc3c2)Cc2ccc3ccccc3c2)cc1,IC50,'=',948.4
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,IC50,'=',145
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,IC50,,
CO/N=C1\CN2CCC1C2,IC50,'=',26900
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,IC50,,
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,IC50,,
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,IC50,,
C[n+]1ccccc1/C=N/O.[Cl-],IC50,,
O=C(CCNS(=O)(=O)c1cccc2nsnc12)N1CCN(c2ccnc(F)c2)CC1,IC50,'>',10000
O=C(CCNS(=O)(=O)c1cccc2nsnc12)N1CCN(c2ccccn2)CC1,IC50,'>',10000
Cc1ccc2nonc2c1S(=O)(=O)NCCC(=O)N1CCN(c2ccncc2)CC1,IC50,'>',10000
O=C(CCNS(=O)(=O)c1cccc2scnc12)N1CCN(c2ccncc2)CC1,IC50,'>',10000
C[N+](C)(C)CC#CCOC1=NOCC1,IC50,'=',1.259
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,IC50,,
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,IC50,,
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,IC50,,
Nc1nc(N)nc(NC2CC2)n1,IC50,,
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,IC50,,
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,IC50,,
,IC50,,
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,IC50,,
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,IC50,'=',2613
CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,IC50,'=',25
CC#CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,IC50,'=',1129
CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,IC50,'=',26
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,IC50,,
CCOc1ccc(NC(C)=O)cc1,IC50,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,IC50,,
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,IC50,,
NC1=NC(=O)C(c2ccccc2)O1,IC50,,
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,IC50,,
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,IC50,,
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,IC50,,
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,IC50,,
CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,IC50,,
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,IC50,,
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,IC50,,
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],IC50,'=',412
O=C(C1CN(S(=O)(=O)c2cccc3c(Cl)nccc23)C1)N1CCN(c2ccncc2)CC1,IC50,'=',740
Cc1cc2c(S(=O)(=O)N3CC(C(=O)N4CCN(c5ccncc5)CC4)C3)cccc2cn1,IC50,'=',2200
Cc1nc(C(F)(F)F)c(S(=O)(=O)N2CC(C(=O)N3CCN(c4ccncc4)CC3)C2)s1,IC50,'=',2500
O=C(C1CCN(S(=O)(=O)c2cccc3nsnc23)C1)N1CCN(c2ccncc2)CC1,IC50,'>',10000
O=C(C1CN(S(=O)(=O)c2cccc3c(Cl)nc(Cl)cc23)C1)N1CCN(c2ccncc2)CC1,IC50,'=',5495.41
O=C(C1CN(S(=O)(=O)c2cccc(Cl)c2F)C1)N1CCN(c2ccncc2)CC1,IC50,'=',2818.38
O=C(C1CN(S(=O)(=O)c2ccc3occc3c2)C1)N1CCN(c2ccncc2)CC1,IC50,'=',2290.87
O=C(C1CN(S(=O)(=O)c2ccc3ncccc3c2)C1)N1CCN(c2ccncc2)CC1,IC50,'=',1698.24
O=C(C1CN(S(=O)(=O)c2cccc3cnccc23)C1)N1CCN(c2ccncn2)CC1,IC50,'=',1479.11
O=C(C1CN(S(=O)(=O)c2cccnc2Cl)C1)N1CCN(c2ccncc2)CC1,IC50,'=',1318.26
O=C(C1CN(S(=O)(=O)c2cccnc2)C1)N1CCN(c2ccncc2)CC1,IC50,'=',371.54
O=C(C1CN(S(=O)(=O)c2cccc3cnccc23)C1)N1CCN(c2ccnc(Cl)c2)CC1,IC50,'=',181.97
Cc1nc(C(F)(F)F)c(S(=O)(=O)N2CC(C(=O)N3CCN(c4ccncc4)CC3)C2)s1,IC50,'=',2511.89
CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,IC50,,
O=C(N[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],IC50,'=',4.4
O=C(N[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],IC50,'=',2.1
CCC(O)(C(=O)N[C@H]1CN2CCC1CC2)c1cccs1,IC50,'=',476.1
O=C(N[C@H]1CN2CCC1CC2)C(c1cccs1)c1cccs1,IC50,'=',34.8
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,IC50,,
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,IC50,,
CN/C(=N\CCSCc1nc[nH]c1C)NC#N,IC50,,
CCN1CC=C(c2ccccc2)C(C(=O)OCc2ccccc2)C1.Cl,IC50,'=',13.4
CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@H]([N+](C)(C)Cc3ccc(Cl)cc3)C2)cc1,IC50,'=',1115.3
COc1ccc(COc2ccc(-c3cc(/C=C4/CN5CCC4CC5)on3)cc2)cc1,IC50,'=',250
O=C(O[C@H]1CN2CCC1CC2)[C@@](O)(c1ccccc1)c1cccs1,IC50,'=',0.2
O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)[C@@](O)(c1cccs1)C1CCCC1.[Br-],IC50,'=',0.81
CC1(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c2ccccc2Oc2ccccc21.[Br-],IC50,'=',0.28
C#CCO/N=C1\CN2CCC1C2,IC50,'=',4890
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,IC50,,
C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,IC50,,
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,IC50,,
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,IC50,,
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,IC50,,
CN1[C@@H]2CC[C@H]1C[C@@H](CC(CNS(C)(=O)=O)(c1ccccc1)c1ccccc1)C2,IC50,'=',1597
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,IC50,,
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,IC50,'=',83
O=C(C1CN(S(=O)(=O)c2ccc3c(c2)CCO3)C1)N1CCN(c2ccncc2)CC1,IC50,'=',130
,,,
O=C(C1CN(S(=O)(=O)c2cccnc2Cl)C1)N1CC2CN(c3ccncc3)CC2C1,IC50,'=',1500
CO/N=C(\C#N)[C@H]1CN2CC[C@H]1C2,IC50,'=',1180
O=C(C1CN(S(=O)(=O)c2cccc(F)c2)C1)N1CC2CN(c3ccncc3)CC2C1,IC50,'=',3200
,,,
O=C(C1CN(S(=O)(=O)c2cccc(F)c2)C1)N1CCN(c2ccncc2)CC1,IC50,'=',1698.24
,,,
Cc1cnccc1N1CCN(C(=O)C2CN(S(=O)(=O)c3cccc4cnccc34)C2)CC1,IC50,'=',512.86
CCCCCCSc1nsnc1C1=CCCN(C)C1,IC50,'=',0.001
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,IC50,'=',2642
CN1C(=O)OC(C)(C)C1=O,IC50,,
CNCCCC12CCC(c3ccccc31)c1ccccc12,IC50,'=',593
O=S(=O)([O-])CCS.[Na+],IC50,,
COc1ccccc1OCC(O)CO,IC50,,
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,IC50,,
Cc1cc2c(S(=O)(=O)N3CC(C(=O)N4CC5CN(c6ccncc6)CC5C4)C3)cccc2cn1,IC50,'=',2700
NN,IC50,,
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,IC50,,
CC(C)NCC(O)COc1cccc2ccccc12,IC50,,
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,IC50,,
C[N+]1(C)CCC(OC(=O)C(c2ccccc2)c2ccccc2)CC1.[I-],IC50,'=',4.5
CN1CCC=C(c2nsnc2OCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,IC50,'=',380.19
CC(C)N1CCCN(C(=O)C(Cc2ccccc2)c2ccccc2)CC1,IC50,'=',100
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1OCC(=O)NC)c(=O)n2C,IC50,'=',1174
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,IC50,'=',6161
Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,IC50,,
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,IC50,,
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,IC50,,
CN1CCC=C(c2nsnc2OCCCCN)C1,IC50,'=',77624.71
,,,
CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@H]12,IC50,'=',2.188
O=C1CCc2ccccc2N1CCCN1CCC(Cc2ccccc2)CC1,IC50,'=',1202.26
CC#CCn1c(N2CCCC(N)C2)nc2cnn(Cc3ccc(C#N)c4ccccc34)c(=O)c21,IC50,'=',862
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,IC50,,
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,IC50,,
COP(=O)(OC)OC=C(Cl)Cl,IC50,,
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,IC50,,
Cc1ncc([N+](=O)[O-])n1CC(C)O,IC50,,
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,IC50,,
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,IC50,,
CCN1CCC(c2ccccc2)=C(C(=O)OCCCc2ccccc2)C1.Cl,IC50,'=',122
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,IC50,,
O=C(c1ccc(F)c(F)c1)N1CCN2C(=O)c3ccccc3C12c1ccccc1,IC50,'>',30000
O=C(CCNS(=O)(=O)c1cccc2nsnc12)N1CCN(c2cccc(Cl)n2)CC1,IC50,'>',10000
CCC#CCO/N=C1\CN2CCC1C2,IC50,'=',4900
Brc1cc(CO/N=C2\CN3CCC2CC3)on1.Cl,IC50,'=',11500
Cl.Clc1cc(CO/N=C/C2CN3CCC2C3)on1,IC50,'=',14900
CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)N(Cc1ccccc1)c1ccsc1)C2,IC50,'=',19.1
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)N(Cc1cccc(Br)c1)c1ccccc1)C2,IC50,'=',1964.3
CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)N(Cc1cccs1)c1ccccc1)C2,IC50,'=',48.3
C[N+]1(C)[C@@H]2CC[C@H]1C[C@H](OC(=O)N(Cc1ccccc1)c1cccs1)C2.[Br-],IC50,'=',2.7
CCCNCc1ccc(CCn2ccc(OCc3ccc(F)cc3)cc2=O)nc1,IC50,'>',5000
O=C(O[C@H]1CN2CCC1CC2)[C@@](O)(c1cccs1)C1CCCC1,IC50,'=',0.24
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,IC50,,
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,IC50,,
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,IC50,,
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,IC50,,
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,IC50,,
C[C@H]([C@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,IC50,,
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,IC50,'=',9.4
CC(C)NCC(O)COc1cccc2[nH]ccc12,IC50,,
CCCCCCCCCc1ccc(O)cc1,IC50,,
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,IC50,,
CCN1CC=C(c2ccccc2)C(C(=O)OCCCC2CCCCC2)C1.O=C(O)C(=O)O,IC50,'=',963.2
CCN1CCC(c2ccccc2)=C(C(=O)OCCC2CCCCC2)C1.O=C(O)C(=O)O,IC50,'=',38.7
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,IC50,,
O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,IC50,'<',1
,IC50,,
CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3cccc(C#N)c3)C2)cc1,IC50,'=',251.19
CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC2CCN(Cc3ccc(OC)cc3)C2)cc1,IC50,'=',501.19
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,IC50,,
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,IC50,,
Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,IC50,'=',3675
Cl.NC[C@H]1CC[C@H](C(=O)Oc2ccc(CCC(=O)O)cc2)CC1,IC50,,
COc1ccc(Cn2cc(C(=O)NCCCCCCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1,IC50,'=',11400
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,IC50,,
,,,
CN1CCCN(C(=O)C(Cc2ccccc2)c2ccccc2)CC1,IC50,'=',100
O=C(N[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],IC50,'=',1
O=C(N[C@H]1C[N+]2(CCCc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],IC50,'=',1
O=C(N[C@H]1CN2CCC1CC2)[C@](O)(c1cccs1)C1CCCC1,IC50,'=',0.4
O=C(N[C@H]1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1,IC50,'=',6.1
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)N(Cc1ccc(C#N)cc1)c1ccccc1)C2,IC50,'=',847.4
