ID,SMILES,Type,Value
50549925,C[C@@H]1CN(CCN1C(=O)CCCc1cccc2ncccc12)c1ncc(F)cc1Cl |r|,IC50,158
50549926,C[C@@H]1CN(CCN1C(=O)CCCc1cccc2ncccc12)c1cnccc1C |r|,IC50,20
50549927,Fc1ccc(nc1)N1CC2CC1CN2C(=O)CCCc1cccc2ncccc12,IC50,950
50549928,Fc1ccc(nc1)N1CC2(CN(C2)C(=O)CCCc2cccc3ncccc23)C1,IC50,<10000
50549929,CC1CN(CCN1C(=O)CCCc1cccc2ncccc12)c1ncc(F)cc1C,IC50,6.3
50549930,CC1CN(CCN1C(=O)CCCc1cccc2ncccc12)c1ccc(F)cn1,IC50,1250
50549931,Cc1cc(F)cnc1N1CCN(CC1)C(=O)CCCc1cccc2ncccc12,IC50,63
50549932,CC1CN(CCN1c1ncc(F)cc1C)C(=O)CCCc1cccc2ncccc12,IC50,251
50549933,CC1CN(CCN1c1ccc(F)cn1)C(=O)CCCc1cccc2ncccc12,IC50,1250
50549934,Fc1ccc(nc1)N1CCN(CC1)C(=O)CCCc1cccc2ncccc12,IC50,230
50549935,COc1cc(ccn1)N1CCN(CC1)C(=O)CCCc1cccc2ncccc12,IC50,300
50549936,O=C(CCCc1cccc2ncccc12)N1CCN(CC1)c1ccnc(c1)C#N,IC50,63
50549937,O=C(CCCc1cccc2ncccc12)N1CCN(CC1)c1ccncc1C#N,IC50,1250
50549938,Fc1cnccc1N1CCN(CC1)C(=O)CCCc1cccc2ncccc12,IC50,490
50549939,O=C(CCCc1cccc2ncccc12)N1CCN(CC1)c1ccncc1,IC50,24
50559171,CN(C)CC1CCOC1(c1ccccc1)c1ccccc1,IC50,3300
50577263,[H][C@@]12C[C@H](C[C@]1([H])CN(CC1CCOCC1)C2)Nc1ccc(nn1)-c1cc(F)cc(F)c1F |r|,IC50,>10000
50596239,CC(=O)Nc1ccc(cc1)-c1ccc(NC[C@@H]2CC22CCN(CC3CCOCC3)CC2)nn1 |r|,IC50,>10000
50601609,Cl.Cl.CN1CCN(CC(=O)Nc2ccccc2\N=N/c2ccccc2)CC1,IC50,1900
50605063,Cn1ccnc1SCC1CCN(CC1)S(=O)(=O)c1ccc2OCCOc2c1,IC50,<10000
50605064,Cn1ccnc1SCC1CCN(CC1)S(=O)(=O)c1ccc2OCCCc2c1,IC50,<10000
50605065,Cn1ccnc1SCC1CCN(CC1)S(=O)(=O)c1ccc2OCOc2c1,IC50,<10000
50605067,Cn1ccnc1SCC1CCN(CC1)S(=O)(=O)c1ccc2OCCc2c1,IC50,7079
50605068,CC1Cc2cc(ccc2O1)S(=O)(=O)N1CCC(CSc2nccn2C)CC1,IC50,<10000
50605069,Cn1ccnc1SCC1CCN(CC1)S(=O)(=O)c1ccc2CCCc2c1,IC50,<10000
50605071,Cn1ccnc1SCC1CCN(CC1)S(=O)(=O)c1ccc2ncccc2c1,IC50,<10000
50605072,Cn1ccnc1SCC1CCN(CC1)S(=O)(=O)c1ccc2ncsc2c1,IC50,<10000
50605073,CCn1ccnc1SCC1CCN(CC1)S(=O)(=O)c1ccc2OCCc2c1,IC50,2853
50605075,Cc1cn(C)c(SCC2CCN(CC2)S(=O)(=O)c2ccc3OCCc3c2)n1,IC50,2079
50605076,Cc1nc(SCC2CCN(CC2)S(=O)(=O)c2ccc3OCCc3c2)n(C)c1C,IC50,1117
50605077,CC(Sc1nccn1C)C1CCN(CC1)S(=O)(=O)c1ccc2OCCc2c1,IC50,1440
50605078,CCC(Sc1nccn1C)C1CCN(CC1)S(=O)(=O)c1ccc2OCCc2c1,IC50,229
50605079,Cn1ccnc1SC(C1CCN(CC1)S(=O)(=O)c1ccc2OCCc2c1)C(F)(F)F,IC50,2512
50605080,Cn1ccnc1C#CC1CCN(CC1)S(=O)(=O)c1ccc2OCCc2c1,IC50,<10000
50605082,O=S(=O)(N1CCC(CCc2nccs2)CC1)c1ccc2OCCc2c1,IC50,<10000
50605083,Cc1nnc(SCC2CCN(CC2)S(=O)(=O)c2ccc3OCCc3c2)s1,IC50,2273
50605084,C[C@H]1C[C@@H](CSc2nccn2C)CCN1S(=O)(=O)c1ccc2OCCc2c1 |r|,IC50,<10000
50605085,Cn1ccnc1SC[C@H]1CCN(C[C@@H]1F)S(=O)(=O)c1ccc2OCCc2c1 |r|,IC50,4365
50605086,Cn1ccnc1SCC1(F)CCN(CC1)S(=O)(=O)c1ccc2OCCc2c1,IC50,7226
50605087,"Cn1ccnc1SCC1CCC(CC1)S(=O)(=O)c1ccc2OCCc2c1 |(-.49,-5.1,;-1.98,-5.5,;-2.46,-6.96,;-4,-6.96,;-4.47,-5.5,;-3.23,-4.59,;-3.23,-3.05,;-1.89,-2.28,;-1.89,-.74,;-.56,.03,;-.56,1.57,;-1.89,2.34,;-3.23,1.57,;-3.23,.03,;-1.89,3.88,;-2.66,5.21,;-3.43,3.88,;-.56,4.65,;-.56,6.19,;.77,6.96,;2.1,6.19,;3.57,6.67,;4.47,5.42,;3.57,4.18,;2.1,4.65,;.78,3.89,)|",IC50,<10000
50605089,[H][C@@]12CC(C[C@]1([H])CN(C2)S(=O)(=O)c1ccc2OCCc2c1)Sc1nccn1C |r|,IC50,<10000
50605090,Cn1ccnc1Sc1ccc2CN(CCc2c1)S(=O)(=O)c1ccc2OCCc2c1,IC50,7586
50605091,Cn1ccnc1-c1ccc2CN(CCc2c1)S(=O)(=O)c1ccc2OCCc2c1,IC50,1306
50605094,C[C@H](N(C)C(=O)c1cc(COc2cccc(c2)C(C)=O)on1)c1ccccn1,IC50,>10000
50606932,Cc1nn(C)cc1S(=O)(=O)N1CC[C@@H]([C@@H](F)C1)C(=O)Nc1ccc2scnc2c1 |r|,IC50,>10000
50606942,Cc1nn(C)cc1S(=O)(=O)N1CCC(CC1)C(=O)Nc1ccc2scnc2c1,IC50,>10000
50606943,Clc1ccc(s1)S(=O)(=O)N1CCC(CC1)C(=O)Nc1ccc2scnc2c1,IC50,>10000
50606944,O=C(Nc1ccc2scnc2c1)C1CCN(CC1)S(=O)(=O)c1ccc2OCCc2c1,IC50,2142
7460,Oc1cc(O)c2c(c1)oc(-c1ccc(O)c(O)c1)c(O)c2=O,Ki,>10000
10759,CC(=O)OCC[N+](C)(C)C,Ki,3.4
21280,"Cc1ccc(Cn2nc(cc2-c2ccc(Cl)c(C)c2)C(=O)NC2[C@@]3(C)CCC(C3)C2(C)C)cc1 |r,TLB:21:22:28:26.25|",Ki,>10000
21398,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,Ki,1600
21398,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,Ki,4670
22416,Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2OCOc2c1,Ki,72
22869,"CN1CCN(CC1)C1=c2ccccc2=Nc2ccc(Cl)cc2N1 |c:8,15|",Ki,1.4
22871,CN1CCN(CC1)C1=Nc2ccccc2Oc2ccc(Cl)cc12 |t:8|,Ki,63.9
22877,CN(C1CCN(CC1)c1nc2ccccc2n1Cc1ccc(F)cc1)c1nccc(=O)[nH]1,Ki,>10000
22985,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,Ki,9120
25870,CN(C)CCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,Ki,1242
26739,NC(=O)c1cccc(c1)-c1cccc(OC(=O)NC2CCCCC2)c1,Ki,>10000
27210,"[H][C@@]1(C)N(C)C[C@]23CC[C@@]4([H])[C@@]([H])(CC=C5C[C@H](CC[C@]45C)N(C)C(=O)[C@H](NC)C(C)C)[C@]2([H])CC[C@]13[H] |r,t:14|",Ki,11
28347,"C(C1C[NH+]2CCC1CC2)N1c2ccccc2Sc2ccccc12 |THB:0:1:5.4:7.8,(14.51,-5.48,;15.79,-4.74,;17.21,-5.13,;17.6,-2.22,;20.16,-.74,;19.42,.54,;16.17,-1.84,;14.72,-.36,;16,.37,;14.51,-6.96,;15.79,-7.7,;17.11,-6.91,;18.45,-7.67,;18.45,-9.21,;17.11,-9.97,;15.79,-9.18,;14.51,-9.92,;13.22,-9.18,;11.9,-9.97,;10.56,-9.21,;10.56,-7.67,;11.9,-6.91,;13.22,-7.7,)|",Ki,5.6
30130,CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1,Ki,702
35229,CNCCCN1c2ccccc2CCc2ccccc12,Ki,110
35254,CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12 |t:8|,Ki,2.1
35254,CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12 |t:8|,Ki,26
35255,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc12 |t:6|,Ki,18
39341,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc23)CC1,Ki,2.82
39342,CC(C[N+](C)(C)C)OC(N)=O,Ki,190
42323,CC(=O)c1ccc2Sc3ccccc3Nc2c1,Ki,>10000
46858,COC(=O)C1=CCCN(C)C1 |t:4|,Ki,4.1
48918,CC(C[N+](C)(C)C)OC(C)=O,Ki,23
54817,CC(C)N(CCNC(=O)c1ccc(CNS(=O)(=O)c2ccc(C)cc2)cc1)Cc1ccccc1,Ki,<1000
54993,"CCN(CC)c1ccc2c(-c3ccc(cc3S([O-])(=O)=O)S([O-])(=O)=O)c3ccc(cc3oc2c1)=[N+](CC)CC |(3.08,-3.75,;4.41,-2.97,;5.75,-3.74,;5.75,-5.28,;4.42,-6.05,;7.08,-2.96,;7.08,-1.36,;8.47,-.56,;9.85,-1.39,;11.18,-.62,;10.41,.72,;8.87,.72,;8.1,2.05,;8.87,3.38,;10.41,3.38,;11.18,2.05,;12.72,2.05,;12.72,3.59,;14.26,2.05,;12.72,.51,;8.1,4.72,;7.33,6.05,;6.77,3.95,;9.44,5.49,;12.52,-1.39,;13.89,-.56,;15.29,-1.36,;15.29,-2.96,;13.89,-3.75,;12.52,-2.93,;11.18,-3.7,;9.85,-2.93,;8.47,-3.75,;16.62,-3.74,;16.61,-5.28,;17.94,-6.05,;17.96,-2.97,;19.29,-3.75,)|",Ki,>1000000
73209,C[C@H]1OC[C@@H](C[N+](C)(C)C)O1,Ki,1.9
78576,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C\CCN3CCN(C)CC3)c2c1,Ki,2600
79215,COc1ccc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)cc1N1CCN(C)CC1,Ki,<1000
81452,CC(C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1 |c:2|,Ki,263
81462,OC(CCN1CCCCC1)(C1CCCCC1)c1ccccc1,Ki,0.37
81484,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Br)cc1,Ki,7600
81768,OC(=O)C(O)(c1ccccc1)c1ccccc1,Ki,0.035
81769,"CN1CCN(CC1)C1=Cc2cc(Cl)ccc2C(=CC#N)c2ccccc12 |w:17.19,t:8|",Ki,190
81770,"CN1CCN(CC1)C1=Nc2cscc2C(=CC#N)c2cscc12 |w:15.17,t:8|",Ki,260
81771,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,Ki,>10000
81780,"CN(C)CCON=C(C=Cc1ccc(O)cc1)c1ccccc1F |w:6.5,8.7|",Ki,732.7
81790,CCN1CCCC1CNC(=O)c1cc(c(N)cc1OC)S(=O)(=O)CC,Ki,>10000
81799,O[Si](CCCN1CCCCC1)(C1CCCCC1)c1ccccc1,Ki,14
81875,CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c1ccccc1,Ki,998
81896,CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2NC(=O)c2ccccc12,Ki,426.58
81897,CCC(C)C(NC(=O)C(CO)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1)C(=O)NC(CC(O)=O)C(O)=O,Ki,22.39
81898,OC(C#CCN1CCCCC1)(C1CCCCC1)c1ccccc1,Ki,26.3
81900,CCN(CC)CCCCC1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc23)CC1,Ki,29
81901,CCCN(CCC)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc12,Ki,12
82071,COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,Ki,1000
82217,CN[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc12,Ki,427
82273,COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1,Ki,1000
82372,"CC(C)[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1 |TLB:1:3:6.7:9.10.11,THB:4:3:6.7:9.10.11,12:10:3:6.7,(-1.51,-1.3,;-.6,-.05,;-1.22,1.36,;.93,-.22,;1.51,1.21,;1.98,-1.04,;1.38,-2.36,;.22,-3.07,;1.19,-1.74,;3.01,-1.74,;3.97,-2.54,;3.71,-1.01,;4.74,-3.87,;3.97,-5.2,;2.43,-5.2,;4.74,-6.54,;6.28,-6.54,;7.05,-7.87,;3.97,-7.87,;4.73,-9.21,;3.96,-10.54,;2.42,-10.54,;1.65,-9.2,;2.43,-7.87,)|",Ki,0.49
82423,CN(CCCCCCCCN(C)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc12)CC(=O)N1c2ccccc2C(=O)Nc2cccnc12)CCCCCCNCC(=O)N1c2ccccc2C(=O)Nc2cccnc12,Ki,1.6
82437,CN(CCCN1c2ccccc2CCc2ccccc12)CC(=O)c1ccc(Cl)cc1,Ki,67
82438,CCc1nn(CCCN2CCN(CC2)c2cccc(Cl)c2)c(=O)n1CC,Ki,>10000
82479,"CN1CCN(CC1)C1=c2cc(C)sc2=Nc2ccccc2N1 |c:8,15|",Ki,2
82548,CN(C)CCC=C1c2ccccc2CSc2ccccc12 |w:5.4|,Ki,18
84745,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1 |r|,Ki,1000
84978,C[C@@H]1O[C@@H](Oc2c(O)c3c(cc(O)cc3=O)oc2-c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,Ki,>10000
84979,OCC1OC(O)C(Oc2c(O)c3c(cc(O)cc3=O)oc2-c2ccc(O)c(O)c2)C(O)C1O,Ki,>10000
85027,COc1ccc(CCCN2CCC(CCC(=O)c3cc(Cl)c(N)c4OCCOc34)CC2)cc1OC,Ki,1585
85473,NC(CS(O)(=O)=O)C(O)=O,Ki,>10000
85672,O=C(NCCCCN1C[C@@H]2COc3ccc(cc3[C@H]2C1)C#N)c1ccc(cc1)-c1ccccc1 |r|,Ki,398.11
85816,"C(Oc1nsnc1C1CN2CCC1CC2)C#Cc1cccc(c1)C#CCOc1nsnc1C1CN2CCC1CC2 |(2.66,-.26,;4,.51,;5.33,-.26,;6.58,.64,;7.82,-.26,;7.35,-1.73,;5.81,-1.73,;4.72,-2.82,;4.72,-4.36,;3.38,-5.13,;2.05,-4.36,;2.05,-2.82,;3.38,-2.05,;4.15,-3.38,;2.67,-3.78,;1.33,.51,;-0,1.28,;-1.34,2.05,;-1.34,3.59,;-2.67,4.36,;-4,3.59,;-4,2.05,;-2.67,1.28,;-5.34,1.28,;-6.67,.51,;-8.01,-.26,;-9.34,.51,;-10.67,-.26,;-11.92,.64,;-13.16,-.26,;-12.69,-1.73,;-11.15,-1.73,;-10.06,-2.82,;-10.06,-4.36,;-8.73,-5.13,;-7.39,-4.36,;-7.39,-2.82,;-8.73,-2.05,;-9.5,-3.38,;-8.01,-3.78,)|",Ki,2.4
85817,"C(Oc1nsnc1C1CN2CCC1CC2)C#Cc1ccc(cc1)C#CCOc1nsnc1C1CN2CCC1CC2 |(2.45,.06,;3.22,1.4,;4.76,1.4,;5.39,2.81,;6.92,2.64,;7.24,1.14,;5.91,.37,;5.51,-1.12,;6.28,-2.45,;5.51,-3.79,;3.97,-3.79,;3.2,-2.45,;3.97,-1.12,;5.3,-1.89,;4.21,-2.98,;.91,.06,;-.63,.06,;-2.17,.06,;-2.94,-1.27,;-4.48,-1.27,;-5.25,.06,;-4.48,1.4,;-2.94,1.4,;-6.79,.06,;-8.33,.07,;-9.87,.06,;-10.64,1.4,;-12.18,1.4,;-12.8,2.81,;-14.33,2.64,;-14.66,1.14,;-13.32,.37,;-12.92,-1.12,;-13.69,-2.45,;-12.92,-3.79,;-11.38,-3.79,;-10.61,-2.45,;-11.38,-1.12,;-12.72,-1.89,;-11.63,-2.98,)|",Ki,0.129
85818,CC(CF)NCC(O)COc1cccc2[nH]c3ccccc3c12,Ki,1750
86036,OCC1OC(Oc2c(O)c3c(cc(O)cc3=O)oc2-c2ccc(O)c(O)c2)C(O)C(O)C1O,Ki,>10000
86046,CN(C)CCC[C@@]1(OCc2cc(ccc12)C#N)c1ccc(F)cc1 |r|,Ki,2438
86057,CC(CN(C)C)CN1c2ccccc2Sc2ccc(cc12)C#N,Ki,13
86194,NC(CS(O)=O)C(O)=O,Ki,>10000
86195,CSCCC(N)C(O)=O,Ki,>10000
86196,N[C@H](CCS(O)(=O)=O)C(O)=O |r|,Ki,>10000
86197,N[C@H](CCS(O)=O)C(O)=O |r|,Ki,>10000
86198,N[C@H]1CCSC1=O |r|,Ki,>10000
86199,NC(CSSCC(N)C(O)=O)C(O)=O,Ki,>10000
86201,N[C@@H](CCS(O)=O)C(O)=O |r|,Ki,>10000
86202,NC(CCS)C(O)=O,Ki,>10000
86203,NC(CS)C(O)=O,Ki,>10000
86205,N[C@@H]1CCSC1=O |r|,Ki,>10000
86231,CN1C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1 |THB:9:7:1:3.4|,Ki,0.2
86290,Cc1nccn1CC#CCOC1=NOCC1 |t:12|,Ki,91.2
86291,Cc1nccn1CC#CCOc1ccon1,Ki,91
86292,Cc1nccn1CC#CCN1OCCC1=O,Ki,120.23
86293,Cc1n(CC#CCOc2ccon2)cc[n+]1-c1ccc(Br)cc1,Ki,870.96
86294,Cc1n(CC#CCOC2=NOCC2)cc[n+]1C |t:8|,Ki,229.09
86691,CC1CC(N(C(=O)C2CC2)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,Ki,>10000
86692,CC(C)C(=O)N(C1CC(C)N(C(=O)c2ccccc2)c2ccccc12)c1ccccc1,Ki,>10000
86693,CCC(=O)N1C(C)CC(N(C(C)=O)c2ccccc2)c2ccccc12,Ki,>10000
86698,CN1C2CCC1CC(C2)OC(c1ccccc1)c1ccccc1 |THB:9:7:1:3.4|,Ki,0.231
86701,CN1C2CCC1CC(C2)OC(c1ccc(F)cc1)c1ccc(F)cc1 |THB:9:7:1:3.4|,Ki,11.6
86748,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,Ki,>10000
94507,CCN(CC)CCOCCOC(=O)C1(CCCC1)c1ccccc1,Ki,76
100152,COc1ccc2c(c1)[nH]c1c(C)nccc21,Ki,>10000
112777,[#6]-[#7]-[#6]-[#6]\[#6]=[#6]-1/c2ccccc2-[#6]-[#6]-c2ccccc-12,Ki,40
502689,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(OC(F)(F)F)c(c1)C#N,Ki,550
502693,C[C@@H]1CN(CCN1C(=O)NCCC1(O)CCN(Cc2ccccc2)CC1)c1ccc(OC(F)(F)F)c(c1)C#N,Ki,>100
502697,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(OC(F)(F)F)nc1,Ki,550
502698,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ncc(cn1)C(F)(F)F,Ki,550
502699,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ncc(cc1F)C(F)(F)F,Ki,550
502701,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1cc(F)cc(c1)C#N,Ki,>100
502702,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1cc(F)c(F)c(F)c1,Ki,550
502704,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(OC(F)(F)F)cn1,Ki,550
502705,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(cn1)C(F)(F)F,Ki,550
502707,C[C@@H]1CN(CCN1C(=O)NC[C@H](O)C1CCN(Cc2ccccc2)CC1)c1cc(F)c(F)c(F)c1,Ki,>100
502708,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1CO)c1cc(F)c(F)c(F)c1,Ki,>100
502709,C[C@@H]1CN(CCN1C(=O)NC[C@@H](O)C1CCN(Cc2ccccc2)CC1)c1ccc(F)c(c1)C#N,Ki,>100
502710,OCC1CN(Cc2ccccc2)CCC1CCNC(=O)N1CCN(CC1)c1cc(F)c(F)c(F)c1,Ki,>100
502712,C[C@@H]1CN(CCN1C(=O)NC[C@@H](O)C1CCN(Cc2ccccc2)CC1)c1ccc(OC(F)(F)F)c(c1)C#N,Ki,>100
502713,C[C@@H]1CN(CCN1C(=O)NC[C@@H](O)C1CCN(Cc2ccccc2)CC1)c1cc(F)c(F)c(F)c1,Ki,>100
502714,C[C@H]1CN(C[C@@H](C)N1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(cn1)C#N,Ki,>100
502715,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(F)c(c1)C#N,Ki,550
502718,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(cc1)C(F)(F)F,Ki,550
502719,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc2OC(F)(F)Oc2c1,Ki,550
502722,C[C@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(OC(F)(F)F)cc1,Ki,550
502723,C[C@H]1CN(C[C@@H](C)N1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1nc(Cl)cc(n1)C#N,Ki,550
502724,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1cc(ccn1)C(F)(F)F,Ki,550
502725,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(C)c(F)c1,Ki,>100
502726,C[C@H]1CN(C[C@@H](C)N1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1nccc(n1)C#N,Ki,>100
502727,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(F)c(F)c1,Ki,550
502728,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1cccc(OC(F)(F)F)c1,Ki,550
502729,C[C@@H]1CN(CCN1c1cc(F)c(F)c(F)c1)C(=O)NCCC1CCN(Cc2ccccc2)CC1,Ki,>100
502731,C[C@@H]1CN(CCN1c1ccc(OC(F)(F)F)cc1)C(=O)NCCC1CCN(Cc2ccccc2)CC1,Ki,>100
502733,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(F)c(C)n1,Ki,550
502734,C[C@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(F)c(c1)C#N,Ki,550
502735,C[C@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(OC(F)(F)F)c(c1)C#N,Ki,550
502736,C[C@@H]1CN(CCN1c1ccc(OC(F)(F)F)c(F)c1)C(=O)NCCC1CCN(Cc2ccccc2)CC1,Ki,>100
502763,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1cc(F)c(F)c(Cl)c1,Ki,550
502764,C[C@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(OC(F)(F)F)c(F)c1,Ki,550
502765,C[C@H]1CN(C[C@@H](C)N1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ncc(C#N)c(N)n1,Ki,550
502768,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1cc(F)c(OC(F)(F)F)c(F)c1,Ki,550
502773,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1cccc(c1)C#N,Ki,550
502774,COc1nc(ncc1C#N)N1C[C@H](C)N([C@H](C)C1)C(=O)NCCC1CCN(Cc2ccccc2)CC1,Ki,550
502776,C[C@H]1CN(CCN1c1cc(F)c(F)c(F)c1)C(=O)NCCC1CCN(Cc2ccccc2)CC1,Ki,550
502781,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1cc(F)cc(F)c1,Ki,550
502782,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ccc(cc1F)C(F)(F)F,Ki,550
502787,FC(F)(F)c1ccc(cc1)N1CCN(CC1)C(=O)NCCC1CCN(Cc2ccccc2)CC1,Ki,>100
502788,FC(F)(F)c1ccc(nc1)N1CCN(CC1)C(=O)NCCC1CCN(Cc2ccccc2)CC1,Ki,550
502790,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1cnc(nc1)C(F)(F)F,Ki,550
502791,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1cnc(nc1)C#N,Ki,550
502792,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ncc(C#N)c(N)n1,Ki,>100
502796,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1nc(Cl)cc(n1)C#N,Ki,550
502799,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1nccc(n1)C(F)(F)F,Ki,>100
502817,C[C@H]1CN(C[C@@H](C)N1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ncc(Cl)cn1,Ki,>100
502819,C[C@H]1CN(C[C@@H](C)N1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ncc(cn1)C#N,Ki,>100
502822,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ncc(Cl)cn1,Ki,550
502823,CNc1nc(ncc1C#N)N1CCN([C@H](C)C1)C(=O)NCCC1CCN(Cc2ccccc2)CC1,Ki,550
502831,FC(F)(F)c1cnc(nc1)N1CCN(CC1)C(=O)NCCC1CCN(Cc2ccccc2)CC1,Ki,550
502834,C[C@H]1CN(C[C@@H](C)N1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ncc(cn1)C(F)(F)F,Ki,550
502835,C[C@H]1CN(C[C@@H](C)N1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ncc(c(N)n1)C(F)(F)F,Ki,550
502836,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ncc(c(N)n1)C(F)(F)F,Ki,>100
502837,Nc1nc(ncc1C(F)(F)F)N1CCN(CC1)C(=O)NCCC1CCN(Cc2ccccc2)CC1,Ki,>100
502838,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ncc(Br)cn1,Ki,55
502839,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccccc2)CC1)c1ncc(Cl)c(N)n1,Ki,>100
502844,C[C@@H]1CN(CCN1C(=O)NCCC1CCN(Cc2ccc3[nH]ccc3c2)CC1)c1cc(F)c(F)c(F)c1,Ki,550
