ID,SMILES,Type,Value
477441,C[C@@H]([C@H](NS(=O)(=O)c1c(F)cc(Cl)cc1C(O)=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,270
477442,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2c1OCC[C@]2(O)C(F)(F)F)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,60
477443,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2c1OCC[C@@]2(O)C(F)(F)F)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,80
477444,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2c1OCC[C@]2(C)O)c1n[nH]c(=O)o1)c1c(F)ccc(Br)c1C |r|,IC50,70
477445,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2c1OCC[C@@]2(C)O)c1n[nH]c(=O)o1)c1c(F)ccc(Br)c1C |r|,IC50,50
477446,C[C@@H]([C@H](NS(=O)(=O)c1cc2OCCOc2cc1C(O)=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,790
477447,C[C@@H]([C@H](NS(=O)(=O)c1ccc(F)c2c1OCC[C@]2(C)O)c1n[nH]c(=O)o1)c1c(F)ccc(Br)c1C |r|,IC50,50
477448,C[C@@H]([C@H](NS(=O)(=O)c1ccc(F)c2c1OCC[C@@]2(C)O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,100
477449,C[C@@H]([C@H](NS(=O)(=O)c1ccc(c2c1OCC[C@]2(C)O)C(F)(F)F)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,120
477453,C[C@@H]([C@H](NS(=O)(=O)c1ccc(F)c2c1OCC[C@@]2(C)O)c1n[nH]c(=O)o1)c1c(F)ccc(Br)c1C |r|,IC50,90
477456,C[C@@H]([C@H](NS(=O)(=O)c1ccc(F)c2c1OCC[C@]2(C)O)c1n[nH]c(=O)o1)c1c(F)ccc(Cl)c1C |r|,IC50,60
477457,C[C@@H]([C@H](NS(=O)(=O)c1ccc(F)c2c1OCC[C@@]2(C)O)c1n[nH]c(=O)o1)c1c(F)ccc(Cl)c1C |r|,IC50,110
477458,C[C@@H]([C@H](NS(=O)(=O)c1ccc(F)c2[C@@H](O)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,120
477459,C[C@@H]([C@H](NS(=O)(=O)c1ccc(F)c2[C@H](O)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,50
477460,CC(O)c1cc(ccc1Cl)S(=O)(=O)N[C@@H]([C@H](C)c1cccc2CCCc12)c1n[nH]c(=O)o1 |r|,IC50,650
477461,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2C(O)CCOc12)c1n[nH]c(=O)o1)c1cccc2cccc(C)c12 |r|,IC50,230
477462,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2C(O)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc2ccccc12 |r|,IC50,130
477464,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2[C@@H](O)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,80
477465,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2[C@H](O)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,70
477466,CC(O)c1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1n[nH]c(=O)o1 |r|,IC50,380
477467,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2C(O)CC(C)(C)Oc12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,290
477468,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2C(O)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(Cl)c1C |r|,IC50,110
477469,CCc1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)c3C(O)CCOc23)c2n[nH]c(=O)o2)c1C |r|,IC50,200
477470,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2CCCC(O)c12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,910
477471,C[C@@H]([C@H](NS(=O)(=O)c1ccc(F)c2C(O)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,140
477472,C[C@@H]([C@H](NS(=O)(=O)c1c(F)cc(F)c2C(O)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,230
477473,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2[C@@H](O)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(Br)c1C |r|,IC50,70
477474,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2[C@H](O)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(Br)c1C |r|,IC50,100
477475,C[C@@H]([C@H](NS(=O)(=O)c1ccc(c2[C@@H](O)CCOc12)C(F)(F)F)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,90
477476,C[C@@H]([C@H](NS(=O)(=O)c1ccc(c2[C@H](O)CCOc12)C(F)(F)F)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,220
477477,C[C@@H]([C@H](NS(=O)(=O)c1ncc(Cl)cc1C(N)=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,40
477478,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)cc1C(=O)N(C)C)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,500
477479,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)cc1C(=O)N1CCC1)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,410
477480,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)cc1C(=O)NCCO)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,270
477481,C[C@@H]([C@H](NS(=O)(=O)c1ncc(Cl)cc1C(N)=O)c1n[nH]c(=O)o1)c1c(F)ccc(Cl)c1C |r|,IC50,100
477482,C[C@@H]([C@H](NS(=O)(=O)c1ncc(Br)cc1C(N)=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,20
477483,CNC(=O)c1cc(Br)cnc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1n[nH]c(=O)o1 |r|,IC50,250
477484,CNC(=O)c1nc(ccc1Cl)S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1n[nH]c(=O)o1 |r|,IC50,60
477485,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c(n1)C(=O)N(C)C)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,80
477486,C[C@@H]([C@H](NS(=O)(=O)c1ncc(Br)cc1C(N)=O)c1n[nH]c(=O)o1)c1c(F)ccc(Cl)c1C |r|,IC50,70
477487,C[C@@H]([C@H](NS(=O)(=O)c1cc(F)c(Cl)cc1C(N)=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,120
477488,C[C@@H]([C@H](NS(=O)(=O)c1c(Cl)cc(Cl)cc1C(N)=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,420
477489,C[C@@H]([C@H](NS(=O)(=O)c1cc(C)c(Cl)cc1C(N)=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,100
477490,C[C@@H]([C@H](NS(=O)(=O)c1c(F)cc(Cl)cc1C(N)=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,140
477491,COc1cc(c(cc1Cl)C(N)=O)S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1n[nH]c(=O)o1 |r|,IC50,100
477492,COc1cc(C(N)=O)c(cc1OC)S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1n[nH]c(=O)o1 |r|,IC50,360
477493,C[C@@H]([C@H](NS(=O)(=O)c1cc2OCCOc2cc1C(N)=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,90
477494,C[C@@H]([C@H](NS(=O)(=O)c1cc(c(Cl)cc1C(N)=O)[N+]([O-])=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,130
477495,C[C@@H]([C@H](NS(=O)(=O)c1cc(OCC(F)F)ccc1C(N)=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,70
477496,C[C@@H]([C@H](NS(=O)(=O)c1ncc(Cl)cc1C(N)=O)c1n[nH]c(=O)o1)c1c(F)ccc(Br)c1C |r|,IC50,60
477497,COc1cc(N)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc2ccccc12)c1n[nH]c(=O)o1 |r|,IC50,260
477498,C[C@@H]([C@H](NS(=O)(=O)c1ccc(N)cc1)c1n[nH]c(=O)o1)c1cccc2CCCCc12 |r|,IC50,850
477499,COc1cc(N)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1cccc2cccc(C)c12)c1n[nH]c(=O)o1 |r|,IC50,510
477500,COc1cc(N)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1cccc2CCCc12)c1n[nH]c(=O)o1 |r|,IC50,730
477501,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)cc1N)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,230
477502,COC(=O)c1cc(Cl)c(N)cc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1n[nH]c(=O)o1 |r|,IC50,660
477503,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2N(CCO)C(=O)COc12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,130
477505,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)cc1NC(C)=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,440
477506,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2NCCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,100
477508,CNC(=O)c1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1n[nH]c(=O)o1 |r|,IC50,370
477509,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2C(N)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,130
477510,C[C@@H]([C@H](NS(=O)(=O)c1cccc2NCCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,420
477513,C[C@@H]([C@H](NS(=O)(=O)c1cccc2CNCCc12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,760
477514,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)cc1C(=O)NOCc1ccccc1)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,910
477515,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c(n1)C(=O)N1CCC(N)C1)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,150
477516,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2N(CCOc12)C(C)=O)c1n[nH]c(=O)o1)c1cccc(C)c1C |r|,IC50,560
477517,C[C@@H]([C@H](NS(=O)(=O)c1ccccc1C(=O)NO)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,310
477518,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)cc1C(=O)NO)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,70
477519,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)cc1C(N)=S)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,50
477520,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2N(C)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,60
477521,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2N(C)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc(Cl)c1C |r|,IC50,130
477522,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H](C(O)c1c(F)ccc(C)c1C)c1n[nH]c(=O)o1 |r|,IC50,840
477523,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2C(F)CCOc12)c1n[nH]c(=O)o1)c1c(F)ccc2ccccc12 |r|,IC50,160
477524,COc1c(ccc(Cl)c1C(C)=O)S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1n[nH]c(=O)o1 |r|,IC50,110
477525,"C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2C=CCOc12)c1n[nH]c(=O)o1)c1cccc(C)c1C |r,c:13|",IC50,790
477526,COc1ccc(cc1)-c1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)cc2OC)c2n[nH]c(=O)o2)c1C |r|,IC50,300
477527,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(c1C)-c1cc(F)cc(F)c1)c1n[nH]c(=O)o1 |r|,IC50,940
477528,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(c1C)-c1cccnc1)c1n[nH]c(=O)o1 |r|,IC50,340
477529,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(-c2cc[nH]n2)c1C)c1n[nH]c(=O)o1 |r|,IC50,290
477530,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(c1C)-c1ccc(Cl)cc1)c1n[nH]c(=O)o1 |r|,IC50,490
477531,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(-c2cn[nH]c2)c1C)c1n[nH]c(=O)o1 |r|,IC50,160
477532,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(-c2cnn(c2)C(F)F)c1C)c1n[nH]c(=O)o1 |r|,IC50,160
477533,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(-c2cnn(C)c2)c1C)c1n[nH]c(=O)o1 |r|,IC50,90
477535,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(-c2c[nH]nc2C)c1C)c1n[nH]c(=O)o1 |r|,IC50,180
477536,CCn1cc(cn1)-c1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)cc2OC)c2n[nH]c(=O)o2)c1C |r|,IC50,170
477537,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(-c2cnn(c2)C2CC2)c1C)c1n[nH]c(=O)o1 |r|,IC50,220
477538,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(-c2cnn(c2)C2CCC2)c1C)c1n[nH]c(=O)o1 |r|,IC50,220
477539,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(c1C)-c1ccc(Cl)nc1)c1n[nH]c(=O)o1 |r|,IC50,340
477540,COc1ccc(cn1)-c1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)cc2OC)c2n[nH]c(=O)o2)c1C |r|,IC50,260
477542,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(c1C)-c1ccc(nc1)N1CCOCC1)c1n[nH]c(=O)o1 |r|,IC50,190
477543,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(-c2cn(C)nc2C)c1C)c1n[nH]c(=O)o1 |r|,IC50,280
477544,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(c1C)-c1cncnc1)c1n[nH]c(=O)o1 |r|,IC50,540
477545,COc1ncc(cn1)-c1ccc(F)c([C@@H](C)[C@H](NS(=O)(=O)c2ccc(Cl)cc2OC)c2n[nH]c(=O)o2)c1C |r|,IC50,280
477546,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(c1C)-c1ccc(nc1)N1CCCCC1)c1n[nH]c(=O)o1 |r|,IC50,600
477547,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(c1C)-c1cnc2N(C)CCOc2c1)c1n[nH]c(=O)o1 |r|,IC50,220
477548,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(c1C)-c1cncc(c1)C(=O)N1CCOCC1)c1n[nH]c(=O)o1 |r|,IC50,420
477549,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)cc1C(N)=O)c1n[nH]c(=O)o1)c1c(F)ccc(-c2cnn(C)c2)c1C |r|,IC50,170
477550,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c(c1)-c1cnn(C)c1)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,220
477551,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2c1OCCC2(C)N)c1n[nH]c(=O)o1)c1c(F)ccc(Cl)c1C |r|,IC50,110
477552,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2c1OCCC2(C)N)c1n[nH]c(=O)o1)c1c(F)ccc(Br)c1C |r|,IC50,60
477553,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2c1OCC[C@]2(C)N)c1n[nH]c(=O)o1)c1c(F)ccc(Cl)c1C |r|,IC50,120
477554,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Cl)c2c1OCC[C@@]2(C)N)c1n[nH]c(=O)o1)c1c(F)ccc(Cl)c1C |r|,IC50,460
477555,C[C@@H]([C@H](NS(=O)(=O)c1cc(ccc1C(N)=O)-c1nnco1)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,90
477556,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Br)cc1C(N)=O)c1n[nH]c(=S)o1)c1c(F)ccc(C)c1C |r|,IC50,130
477557,COC(=O)c1c(Cl)ccc(c1Cl)S(=O)(=O)N[C@@H]([C@H](C)c1cccc2CCCc12)c1n[nH]c(=S)o1 |r|,IC50,310
477558,COC(=O)c1cc(ccc1Cl)S(=O)(=O)N[C@@H]([C@H](C)c1cccc2CCCc12)c1n[nH]c(=S)o1 |r|,IC50,830
477559,C[C@@H]([C@H](N(C)S(=O)(=O)c1ccc(Cl)cc1C(N)=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,80
477560,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Br)cc1OC(F)(F)F)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,100
477561,C[C@@H]([C@H](NS(=O)(=O)c1cc(F)c(Br)cc1F)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,510
477562,C[C@@H]([C@H](NS(=O)(=O)c1ccc(cc1)N(=O)=O)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,270
477563,C[C@@H]([C@H](NS(=O)(=O)c1ccc(cc1)C#N)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,410
477564,COc1cc(ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1n[nH]c(=O)o1)C#N |r|,IC50,90
477565,C[C@@H]([C@H](NS(=O)(=O)c1ccc(Br)c(c1)C#N)c1n[nH]c(=O)o1)c1c(F)ccc(C)c1C |r|,IC50,640
477566,COc1ccc(cc1)-c1cc(ccc1Cl)S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1n[nH]c(=O)o1 |r|,IC50,720
477567,COc1ccccc1-c1ccc(C(N)=O)c(c1)S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1n[nH]c(=O)o1 |r|,IC50,250
477569,COc1cc(ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1n[nH]c(=O)o1)C(N)=O |r|,IC50,420
477570,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1noc(=O)[nH]1 |r|,IC50,250
477571,COc1cc(Cl)ccc1S(=O)(=O)N[C@@H]([C@H](C)c1c(F)ccc(C)c1C)c1n[nH]c(=S)[nH]1 |r|,IC50,460
50001884,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12 |t:8|,IC50,9.4
50003349,CCCCCCCOc1nccnc1C1=CCCN(C)C1 |t:15|,IC50,5100
50003350,CCCCCCCc1nsnc1C1=CCCN(C)C1 |t:13|,IC50,224
50003351,CCCCOc1nsnc1C1=CCCN(C)C1 |t:11|,IC50,3
50003355,CCCCCCSc1nsnc1C1=CCCN(C)C1 |t:13|,IC50,0.001
50003356,CCCCCCCOc1nsnc1C1=CCCN(C)C1 |t:14|,IC50,9
50003358,CN1CCC=C(C1)c1nsnc1Cl |c:4|,IC50,537
50003359,CCCCCCOc1nsnc1C1=CCCN(C)C1 |t:13|,IC50,0.008
50003363,CCCCCSc1nsnc1C1=CCCN(C)C1 |t:12|,IC50,0.002
50003365,CCOc1nsnc1C1=CCCN(C)C1 |t:9|,IC50,141
50003366,CCCCCOc1nsnc1C1=CCCN(C)C1 |t:12|,IC50,0.004
50003369,CCCOc1nsnc1C1=CCCN(C)C1 |t:10|,IC50,52
50004656,C[N+](C)(C)CCOC(N)=O,IC50,457
50004665,O=C1CCCN1CC#CCN1CCCC1,IC50,2.3
50006580,CSc1nsnc1C1=CCCN(C)C1 |t:8|,IC50,1800
50006584,C[N+](C)(C)CC#CCOC(=O)Nc1cccc(Cl)c1,IC50,4000
50009073,COc1cc(ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12)C(=O)NS(=O)(=O)c1ccccc1C,IC50,>10000
50009291,CN(C)CC#CCN(C)C(C)=O,IC50,87880
50009300,CN(CC#CCN1CCCC1)C(C)=O,IC50,2450
50010594,CN1CCN(CC1)C1=Nc2ccccc2Nc2ccc(Cl)cc12 |t:8|,IC50,6
50017376,CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,IC50,2900
50018553,Brc1ccc(CN2CCC(CC2)C2(CCC(=O)NC2=O)c2ccccc2)cc1,IC50,9600
50018556,O=C1CCC(C2CCN(Cc3ccccc3)CC2)(C(=O)N1)c1ccccc1,IC50,>10000
50021892,"[Br-].[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)c1ccccc1)[N+]2(C)C(C)C |TLB:10:8:22:4.3,23:22:8.7.9:4.3,THB:24:22:8.7.9:4.3|",IC50,2.9
50024981,C\C=C\COc1noc2CC[NH2+]Cc12,IC50,>50000
50024982,O=c1[nH]oc2CC[NH2+]Cc12,IC50,>50000
50024983,C(Oc1noc2CC[NH2+]Cc12)c1ccccc1,IC50,48000
50024986,COc1noc2CC[NH+](Cc3ccccc3)Cc12,IC50,>50000
50024987,CCCCOc1noc2CC[NH2+]Cc12,IC50,>50000
50024989,BrC(=C)COc1noc2CC[NH2+]Cc12,IC50,22000
50024990,CCCOc1noc2CC[NH2+]Cc12,IC50,35000
50024992,CC(C)Oc1noc2CC[NH2+]Cc12,IC50,11000
50024994,CC(C)COc1noc2CC[NH2+]Cc12,IC50,49000
50030196,CCCCC1CCN(CCCN2C(=O)CCc3ccccc23)CC1,IC50,174
50030222,CN1CCC=C(C1)c1nsnc1OCCCCCC1CCN(CCCN2C(=O)CCc3ccccc23)CC1 |c:4|,IC50,646
50030223,CN1CCC=C(C1)c1nsnc1OCCCCCCCC1CCN(CCCN2C(=O)CCc3ccccc23)CC1 |c:4|,IC50,22
50030224,CN1CCC=C(C1)c1nsnc1OCCCCCCCCCC1CCN(CCCN2C(=O)CCc3ccccc23)CC1 |c:4|,IC50,14125
50030245,OCCCCCC1CCN(CCCN2C(=O)CCc3ccccc23)CC1,IC50,29
50030246,OCCCCCCCC1CCN(CCCN2C(=O)CCc3ccccc23)CC1,IC50,1148
50030247,OCCCCCCCCCC1CCN(CCCN2C(=O)CCc3ccccc23)CC1,IC50,490
50031296,Cn1c2ncn(CCCN3CCC(CC3)C(c3ccccc3)c3ccccc3)c2c(=O)n(C)c1=O,IC50,46
50031297,Cn1c2ncn(CCCN3CCN(CC3)C(c3ccc(F)cc3)c3ccc(F)cc3)c2c(=O)n(C)c1=O,IC50,670
50042441,COc1ccc(cc1C)[C@]12N(CCN1C(=O)c1ccccc21)C(=O)c1cc(F)c(F)c(F)c1 |r|,IC50,>30000
50044849,COc1ccc(cc1)S(=O)(=O)Nc1c(C)cc(C)cc1C,IC50,<15849
50061555,COc1ccc2Nc3ccccc3C(=Nc2c1)N1CCN(C)CC1 |c:14|,IC50,19
50061556,CN1CCN(CC1)C1=Nc2ccccc2Nc2ccc(O)cc12 |t:8|,IC50,37
50061557,CN1CCN(CC1)C1=Nc2cc(O)ccc2Nc2ccccc12 |t:8|,IC50,27
50061558,COc1ccc2Nc3ccccc3N=C(N3CCN(C)CC3)c2c1 |t:14|,IC50,39
50061559,CN1CCN(CC1)C1=Nc2ccccc2Nc2ccc(OS(=O)(=O)C(F)(F)F)cc12 |t:8|,IC50,>1000
50061560,CN1CCN(CC1)C1=Nc2cc(OS(=O)(=O)C(F)(F)F)ccc2Nc2ccccc12 |t:8|,IC50,35
50061702,CO\N=C\[C@H]1C[N@@]2CC[C@H]1C2,IC50,10000
50061705,"CO\N=C(/C#N)[C@H]1CN2CCC1CC2 |wU:6.5,(10.77,-7.56,;9.23,-7.56,;8.14,-8.66,;8.14,-10.2,;9.41,-10.96,;10.69,-11.69,;6.8,-10.98,;6.8,-12.53,;5.46,-13.28,;4.14,-12.53,;4.14,-10.98,;5.46,-10.2,;4.95,-11.51,;5.89,-12.1,)|",IC50,170
50061706,CO\N=C(/C#N)C12CCN(CC1)C2,IC50,1650
50061707,CO\N=C(/C#N)C12CCN(C1)CCC2,IC50,99
50061710,CO\N=C(/C#N)[C@@H]1C[N@@]2CC[C@H]1C2,IC50,1500
50061719,CO\N=C(/C#N)[C@H]1C[N@@]2CC[C@H]1C2,IC50,1180
50061722,C[N+](C)(C)CC#CCOC(=O)c1cccc(Cl)c1,IC50,13000
50062155,CN1CCC2=C(C1)c1nsnc1SC2 |c:4|,IC50,20500
50062157,C1Cc2ccc3nsnc3c2CN1,IC50,100000
50062158,CSc1nsnc1C1=C(C)CCN(C)C1 |c:8|,IC50,>100000
50065204,Clc1ccccc1C#CCO\N=C1/CN2CCC1C2,IC50,1120
50065205,C#CCC#CCO\N=C1/CN2CCC1C2,IC50,8830
50065206,Clc1cccc(c1)C#CCO\N=C1/CN2CCC1C2,IC50,3340
50065207,C\C(=C\CO\N=C1/CN2CCC1C2)C#C,IC50,1580
50065208,Fc1ccccc1C#CCO\N=C1/CN2CCC1C2,IC50,4030
50065209,C#C\C=C\CO\N=C1/CN2CCC1C2,IC50,216
50065210,C#CCC#CCC#CCO\N=C1/CN2CCC1C2,IC50,2030
50065211,COc1ccccc1C#CCO\N=C1/CN2CCC1C2,IC50,16600
50065212,C(O\N=C1/CN2CCC1C2)C#Cc1cccs1,IC50,1620
50065213,C#CCO\N=C1/CN2CCC1C2,IC50,4890
