SMILES,Type,Relation,Value
C[C@@H]1OC[C@@H](C[N+](C)(C)C)O[C@H]1C.[I-],Ki,'=',24547.09
C[C@@H]1OCCO[C@@H]1C[N+](C)(C)C.[I-],Ki,'>',100000
COc1ccc2c(c1)CCN1Cc3c(ccc4[nH]c(C)c(-c5nc(C)no5)c34)OC21,Ki,'=',7585.78
CC(c1ccc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1)N1CCN(C2CCCCC2)CC1,Ki,'=',85
C[C@H]1OC[C@@H](C[N+](C)(C)C)O1.[I-],Ki,'=',10964.78
C[N+](C)(C)C[C@@H]1COCCO1.[I-],Ki,'>',100000
CCC1(CCN)CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,Ki,'=',1
Cc1ccc(CCCOC(=O)N(c2ccccc2)C2CN3CCC2CC3)cc1F,Ki,'=',200
COc1ccc(COC(=O)N(c2ccccc2)C2CN3CCC2CC3)cc1OC,Ki,'=',770
CC1CN(CCC[C@@H]2[C@H]3CCCC[C@@H]3C[C@@H]3C(=O)O[C@@H](C)[C@H]23)C(C)CN1,Ki,'=',353
CN1CCC(C(=O)OCCc2ccc3c(c2)CCO3)=C(c2ccccc2)C1,Ki,'=',210
CC(C1=C(CCN(C(C)C)C(C)C)Cc2ccccc21)c1ccccn1,Ki,'=',5888.44
C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](/C=C/[C@H]3CCC[C@H](C)N3C)[C@@H]12,Ki,'=',107.15
O=C(NC1CCN(Cc2ccoc2)CC1)C(O)(c1ccccc1)C1CCCC1,Ki,'=',140
C[C@@H]1OC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3[C@@H](C#C[C@H]3CCC[C@H](C)N3C)[C@H]12,Ki,'=',3235.94
CCOC(=O)N(CC)CCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,Ki,'=',70
CCN(CC)CCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,Ki,'=',3.981
CCC(=O)NCCNC(=O)CCc1cn(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)cn1,Ki,'=',7.943
CC(=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',21.38
CC(=O)N[C@@H](CCCN)C(=O)NC(=O)[C@H](C)NC(=O)[C@H](CCNC(=N)N)NCCN1CCN(CC(=O)NC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',8128.31
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,Ki,'=',333
Cc1ncccc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,Ki,'=',1659.59
Nc1ccc(N2CCc3ccccc3C2)nc1,Ki,,
C1=C(c2ccco2)C2CCN1CC2,Ki,'=',300
CN1[C@@H]2CC[C@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2,Ki,'=',0.2692
C[C@H]1O[C@@H]([C@@H]2CCCN2C)C[S@@+]1[O-],Ki,'<',100000
CC[C@H]1c2cc(C)ccc2OC[C@@]1(C)N,Ki,'>',10000
O=C(NC[C@@H]1CCCNC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1,Ki,'>',2600
O=C(NCCC1CCNCC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1,Ki,'=',2000
COc1ccc(S(=O)(=O)c2ccc(C(C#N)C3CCN(C4CCCCC4)CC3)cc2)cc1,Ki,'=',16.4
CN(C)C1(CNCCC2CCC(CO)CC2)COc2ccccc2OC1,Ki,'=',18
CC(C)c1ccc(CCNCC2(N(C)C)COc3ccccc3OC2)cc1,Ki,'=',200
CN(C)C1(CNCCc2ccccc2)COc2ccccc2OC1,Ki,'=',220
CC(=O)OC1CC2CCCC1N2C,Ki,'=',281838.29
O=C(CCCCCNC(=O)COc1ccc(/C=C/C2=[N+]3C(=Cc4ccc(-c5cccs5)n4[B-]3(F)F)C=C2)cc1)NCCNC(=O)CCc1cn(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)cn1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',1
CN1[C@@H]2CC[C@H]1C[C@@H](NC(c1ccc(Cl)c(Cl)c1)c1ccc(Cl)c(Cl)c1)C2,Ki,'=',17.8
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Ki,'=',4.7
C[N+](C)(C)CC#CCOC(=O)Nc1cccc(Cl)c1,Ki,'=',1949.84
CC(=O)N[C@H](CCCN)C(=O)NC(=O)[C@H](C)NC(=O)[C@H](CCNC(=N)N)NCCN1CCN(CCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',16.22
CC(=O)N[C@@H](CCCN)C(=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NCCN1CCN(C(=O)CCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',141.25
CC(=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NCC(=O)NC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',3981.07
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,Ki,'=',1.202
CC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,Ki,'=',3900
CN(C)c1ccnc(N2CCc3ccccc3C2)c1,Ki,'=',150
C[C@@H]1O[C@H]([C@H]2CCCN2C)C[S@@+]1[O-],Ki,'<',100000
C[C@@H]1O[C@H]([C@H]2CCC[N+]2(C)C)C[S@@+]1[O-].[I-],Ki,'<',100000
CCCCCCOc1nsnc1C1=CCCN(C)C1,Ki,'=',3981.07
C[N+]1(C)CCC[C@H]1[C@H]1CSC(c2ccccc2)(c2ccccc2)O1.[I-],Ki,'=',0.2951
CNCCC=C1c2ccccc2CCc2ccccc21,Ki,'=',20
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Ki,'=',2.474
CCN1CCC(c2ccccc2)=C(C(=O)OCCc2ccsc2)C1,Ki,'=',140
COc1ccc(CCOC(=O)C2=C(c3ccccc3)CN(C)CC2)cc1OC,Ki,'=',6160
CN1CCC(c2ccccc2F)=C(C(=O)OCCc2ccc3c(c2)CCO3)C1,Ki,'=',5270
COc1cc(OC)c2c(c1)OC[C@@]1(C)NCC[C@@H]21,Ki,'>',10000
CCCN1CCC=C(c2cc(-c3ccc(C)cc3)no2)C1,Ki,'>',31622.78
CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.[Br-],Ki,'=',1.51
CCCCN1CCC(COC(=O)c2cc(F)c(N)c3c2OCCO3)CC1,Ki,'>',10000
COc1ccccc1CNCCCCCCN1CCC(CCC2CCN(CCCCCCNCc3ccccc3OC)CC2)CC1,Ki,'=',19.95
CN(C(c1ccc(F)cc1)c1ccc(F)cc1)[C@H]1C[C@H]2CC[C@@H](C1)N2C,Ki,'=',18.6
CN(C)CCC1=C(Cc2ccccn2)c2ccccc2C1,Ki,'=',1584.89
C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CCCN3CCCCC3)[C@@H]12,Ki,'=',427
C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CC[C@H]3CCC[C@H](C)N3C)[C@@H]12,Ki,'=',4.3
CC(=O)OC1CC2CCCC1N2C,Ki,'=',2300
CN1C2CCCC1C(OC(=O)c1ccccc1)C2,Ki,'=',7700
CN1C2CCCC1C(OC(=O)c1ccccc1)C2,Ki,'=',270
C[N+](C)(C)CCOC(N)=O.[Cl-],Ki,'=',170
NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,Ki,'>',1000
O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],Ki,'=',0.08
CC(C1=C(CCN(C)C)Cc2ccc(Cl)cc21)c1ccccn1,Ki,'=',346.74
COc1nsnc1OCCCCCCCCCCCCOc1nsnc1C1=CCCN(C)C1,Ki,'=',1995.26
O=C(CCNC(=O)[C@@H]1CCCN1C(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NC[C@H]1CCCN(CC2CCCCC2)C1,Ki,'=',150
CN(C)CCNC(=O)C1=C/C(=C\c2ccccn2)c2ccccc21,Ki,'=',26915.35
Cn1cc(C(=O)C(=O)N[C@@H]2CN3CCC2CC3)c2ccccc21,Ki,'=',25118.86
CC(c1nccs1)c1c(CCN(C)C)sc2ccccc12,Ki,'=',2072000
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,Ki,'=',0.25
O=C(CCC1=[N+]2C(=Cc3ccc(-c4cccs4)n3[B-]2(F)F)C=C1)NCCOCCOCCN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,Ki,'=',45.4
COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,Ki,'<',1000
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,Ki,'=',35
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],Ki,'=',264
COc1cccc(CN2CCC(NC(=O)[C@](O)(c3ccccc3)[C@@H]3CCC(F)(F)C3)CC2)c1,Ki,'=',4.4
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Ki,'=',605
O=C(NC[C@@H]1CCCNC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Ki,'=',460
CN(CCCN(C)CCCC(O)(c1ccccc1)c1ccccc1)CCCC(O)(c1ccccc1)c1ccccc1.Cl.Cl,Ki,'=',1348.96
CN(CCCC(O)(c1ccccc1)c1ccccc1)CCN(C)CCCC(O)(c1ccccc1)c1ccccc1.Cl.Cl,Ki,'=',245470.89
O=C(NC1CCN(Cc2ccoc2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,Ki,'=',72
C[C@@H]1O[C@H]([C@@H]2CCCN2C)C[S@@+]1[O-],Ki,'<',100000
CC1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,Ki,'=',82.4
CNCCCC12CCC(c3ccccc31)c1ccccc12,Ki,'=',143
CCCCCCOc1nsnc1C1=CCCN(C)C1,Ki,'=',7.943
CN1CCC=C(c2nsnc2OCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,Ki,'=',6.761
CN1CCC=C(c2nsnc2OCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,Ki,'=',0.912
CN1CCC[C@@H]1[C@@H]1C[S+]([O-])C(c2ccccc2)(c2ccccc2)O1,Ki,'=',109.65
CCN(CC)CCOC(=O)C(c1ccccc1)N1CCCCC1,Ki,'=',271
CCN(CC)CCOC(=O)C(c1ccccc1)C1(O)CCCCC1,Ki,'=',7.75
CCN(CC)CCOC(=O)c1ccccc1Sc1ccc(Cl)cc1,Ki,'=',2670
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,Ki,'=',21.38
C(#CCN1CCCC1)COc1cc(-c2ccccc2)on1.O=C(O)/C=C/C(=O)O,Ki,'=',6141
C[N+]1(CC#CCOC2=NOCC2)CCc2ccccc21.[I-],Ki,'>',10000
CN(CCCc1cccc(F)c1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21,Ki,'>',10000
C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CC[C@H]3CCC[C@H](C)N3)[C@@H]12,Ki,'=',68
C[C@@H]1OC(=O)[C@H]2C=C3CCCC[C@@H]3[C@@H]([C@@H]3CC4CCC(C)(C)[N+]4(C)O3)[C@@H]12.[I-],Ki,'=',790
C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3/C(=C/CC3CCC(C)(C)N3C)[C@@H]12,Ki,'=',418
CNC(=O)CCC1=[N+]2C(=Cc3ccc(-c4cccs4)n3[B-]2(F)F)C=C1,Ki,'>',1000
CN(C)C[C@@H]1COCC(c2ccccc2)(c2ccccc2)O1.O=C(O)C(=O)O,Ki,'=',35.48
CC[C@H]1COC[C@@H](C[N+](C)(C)C)O1.[I-],Ki,'=',15488.17
C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,Ki,'=',1862.09
C=CCN1[C@@H]2CC[C@H]1C[C@@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2,Ki,'=',130
CN1[C@@H]2CC[C@H]1C[C@@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2,Ki,'=',7.81
Cc1cc(NCCO)cc(N2CCc3ccccc3C2)n1,Ki,'=',3800
C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CCCN3CCN[C@@H](C)C3)[C@@H]12,Ki,'=',581
Cl.OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,Ki,'=',426.58
COc1cccc(/C=C/C[N+](C)(C)C)c1.O=C[O-],Ki,'=',16000
COc1cccc2c1C[N+](C)(C)CC2.O=C[O-],Ki,'=',17000
CN(C)CCC1=C/C(=C\c2ccccn2)c2ccccc21,Ki,'=',9549.93
CCCN(CCC)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,Ki,'=',12.4
NCCN1CCN(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',5.888
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)NCc3cc(C(=O)NCCNC(=O)CCc4cn(CCCCC5CCN(CC(=O)N6c7ccccc7NC(=O)c7ccccc76)CC5)cn4)cc(C(=O)NCCNC(=O)CCc4cn(CCCCC5CCN(CC(=O)N6c7ccccc7NC(=O)c7ccccc76)CC5)cn4)c3)c3ccc(S(=O)(=O)O)cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccccc21.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',2.291
NCCCCC1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,Ki,'=',140
CC(C1=C(CCN(C(C)C)C(C)C)Cc2ccccc21)c1ccccn1,Ki,'=',1548.82
CCOC(=O)c1c(C)n(CC)c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,Ki,'=',1318.26
C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,Ki,'=',0.3236
CC1CCN(CCC[C@@H]2[C@H]3CCCC[C@@H]3C[C@@H]3C(=O)O[C@@H](C)[C@H]23)CC1,Ki,'=',554
COc1ccc([S+]([O-])c2ccc(C(C(N)=O)N3CCN(C4CCCCC4)CC3)cc2)cc1,Ki,'=',242
C[N+]1(CCCC(O)(c2ccccc2)c2ccccc2)CCC(C2CC[N+](C)(CCCC(O)(c3ccccc3)c3ccccc3)CC2)CC1.[I-].[I-],Ki,'=',602.56
CC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCN1CCN(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',1.259
CC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCN1CCN(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',1.23
CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1.O=C(O)C(F)(F)F,Ki,'=',537.03
CC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',41.69
CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',95.5
CC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',97.72
CCN(CC)CCCOC(=O)C(C)(c1ccccc1)C1CCCCC1,Ki,'=',2.9
CN(C)C[C@H]1COCC(c2ccccc2)(c2ccccc2)O1.O=C(O)C(=O)O,Ki,'=',1.259
C1=C(c2ccoc2)C2CCN1CC2,Ki,'=',1500
Cc1ccc(N2CCc3ccccc3C2)nc1,Ki,,
OC1(c2ccsc2)CN2CCC1CC2,Ki,'=',9200
CCCCN1CCC(COC(=O)c2ccc(N)c(OC)c2)CC1,Ki,'>',10000
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,Ki,'=',629.8
CN(C)CCC=C1c2ccccc2CCc2ccccc21,Ki,'=',2.724
O=C(O)C(=O)O.O=C1CCON1CC#CCN1CCCCC1,Ki,'=',819
c1ccc(-c2ccc(N3CCN(Cc4c[nH]c5ncccc45)CC3)cc2)cc1,Ki,'>',10000
C=C(c1ccc([S@+]([O-])c2ccc(OC)cc2)cc1)C1CCN(C2CCCCC2)CC1,Ki,'=',2.14
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Ki,'=',956
C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H]([C@@H](O)C[C@H]3CCC(C)(C)N3C)[C@@H]12,Ki,'>',1400
O=C(NCOCCN1CCOCC1)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,Ki,'>',10000
CN1CCCC(OC(=O)N(CCc2ccc(F)cc2)c2ccccc2)C1,Ki,'=',120
COc1ccc(CCN(C(=O)OC2C[C@H]3CC[C@H](C2)N3C)c2ccccc2)cc1OC,Ki,'=',1870
COc1ccc(CCN(C(=O)OC2CCCN(C)C2)c2ccccc2)cc1OC,Ki,'=',4300
COc1ccc(CCN(C(=O)OC2CN3CCC2CC3)c2ccccc2)cc1OC,Ki,'=',95
O=C(OCCc1ccc(Cl)c(Cl)c1)N(c1ccccc1)C1CN2CCC1CC2,Ki,'=',370
COc1ccc(CCCOC(=O)N(c2ccccc2)C2CN3CCC2CC3)cc1,Ki,'=',590
O=C(OCc1ccccc1)N(c1ccccc1)C1CN2CCC1CC2,Ki,'=',190
CCN1CCC(c2ccccc2)=C(C(=O)OCCc2ccccc2C)C1,Ki,'=',200
CN(C)CCNC(=O)C1=C(Cc2ccccn2)c2ccccc2C1,Ki,'=',16218.1
CN1CCC=C(c2nsnc2SCCCCCCCCCSc2nsnc2C2=CCCN(C)C2)C1,Ki,'=',17
C#CCOC(=O)C1=CCCN(C)C1,Ki,'=',1230.27
C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CCCN3CCN(C4CCCCC4)CC3)[C@@H]12,Ki,'=',464
C[N+]1(C)CCC[C@@H]1[C@@H]1CS[C@](c2ccccc2)(C2CCCCC2)O1.[I-],Ki,'=',0.955
C1=C(c2cccnc2)C2CCN1CC2,Ki,'=',2200
CN1CCC[C@@H]1[C@@H]1CS[C@@](c2ccccc2)(C2CCCCC2)O1,Ki,'=',0.912
OCCNc1ccnc(N2CCc3ccccc3C2)c1,Ki,'=',6100
CCN(CCCCC1CCN(CC(=O)N2c3ccccc3C(=O)N(C(=O)c3ccc(F)cc3)c3ccccc32)CC1)C(=O)c1ccc(F)cc1,Ki,'=',129
COc1ccc(CCNC(=O)C2(c3ccccc3)CCN(C)CC2)cc1,Ki,'>',10000
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)NCCN1CCN(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',2.344
CCN(CC)CCCCC1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,Ki,'=',28.84
Cc1ncc2nccn2c1-c1ccc(Oc2nccc3occc23)cc1C(F)(F)F,Ki,'=',8500
C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)OCCCC)CC2)CC1,Ki,'=',9.795
C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)OC)CC2)CC1,Ki,'=',60.39
C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)Cc3ccccc3)CC2)CC1,Ki,'=',95.72
C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)CC)CC2)CC1,Ki,'=',60.81
Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1C1CCOCC1,Ki,'=',251.19
O=C(O)Cc1ccc2c(c1)/C(=C/CN1CCC(Cc3ccccc3)CC1)c1ccccc1CO2,Ki,,
COc1nccnc1CC1=C(CCN(C)C)Cc2cc(Cl)ccc21,Ki,'=',2000
COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2cc(F)ccc21,Ki,'>',10000
CN(CCCCCCCCN(C)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc21)CC(=O)N1c2ccccc2C(=O)Nc2cccnc21)CCCCCCNCC(=O)N1c2ccccc2C(=O)Nc2cccnc21,Ki,'=',1.585
COc1ccc(CCC(=O)OCC2(c3ccccc3)CCN(C)CC2)cc1OC,Ki,'=',3630
COc1ccc(CCNC(=O)NCC2(c3ccccc3)CCN(C)CC2)cc1OC,Ki,'>',10000
O=C(NC1CCN(Cc2ccccn2)CC1)C(O)(c1ccccc1)C1CCCC1,Ki,'=',26
O=C(NC1CCN(Cc2cccc(CO)c2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,Ki,'=',17
NCCC1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,Ki,'=',6.6
O=C(NC[C@H]1CCCN(CC2CCCCC2)C1)[C@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1,Ki,'=',14
C=CCOC(=O)c1c(C)n(Cc2ccc(OC)cc2)c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,Ki,'=',199.53
OC1(C2=CN3CCC2CC3)c2ccccc2C=Cc2ccccc21,Ki,'>>',200
C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](/C=C/[C@H]3CCC[C@H](C)N3C)[C@@H]12,Ki,'=',4.5
CN1CCC=C(c2nsnc2OCCCCCCCCCOc2nsnc2C2=CCCN(C)C2)C1,Ki,'=',0.84
CC(C1=C(CCN(C)C)Cc2cc(Cl)ccc21)c1ccccn1,Ki,'=',151.36
O=C(OC1CC2CCCC1N2)C1CCCCC1,Ki,'=',970
C[C@@H]1O[C@H](C[N+](C)(C)C)C[C@H]1O,Ki,'=',56
c1ccc2c(c1)CC(C1CN3CCC1CC3)O2,Ki,'=',59
C[C@H]1O[C@@H]([C@@H]2CCCN2C)C[S@+]1[O-],Ki,'<',100000
C[C@H]1O[C@@H]([C@H]2CCCN2C)C[S@@+]1[O-],Ki,'<',100000
C[N+](C)(C)CCOC(N)=O.[Cl-],Ki,'=',38018.94
O=C(CCNC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NCCC(=O)NC[C@H]1CCCN(CC2CCCCC2)C1,Ki,'=',36
CCN(CC)CCOCCN(C)CC1(c2ccccc2)CCCC1,Ki,'=',843
O=C(OCCN1CCCC1)N1c2ccccc2Sc2ccccc21,Ki,'=',2
CN1C[C@@H](C[N+](C)(C)C)OC1=O,Ki,'>',100000
Cc1cc(N2CCNCC2)nc2ccccc12,Ki,'>',19952.62
CC(=O)OCC[N+](C)(C)C,Ki,'=',12589.25
CN(C)CCc1sc2ccccc2c1Cc1ccc(F)cc1,Ki,'=',2
CC(=O)N[C@H](CCCN)C(=O)NC(=O)[C@H](CCCNC(=N)N)NCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',33.11
N=C(N)NCCC[C@@H](N)C(=O)NCCN1CCN(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',0.6918
CC(=O)N[C@@H](CCCN)C(=O)NC(=O)[C@H](C)NC(=O)[C@H](CCNC(=N)N)NCCN1CCN(CCC(=O)NC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc43)CC2)CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',61.66
