SMILES,Type,Relation,Value
COCc1cccc(-c2ccccc2C(=O)NCC2CCNCC2)c1,EC50,'>',10000
O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,EC50,'=',73
C(#Cc1ccccc1)CSc1nsnc1C12CN3CC1C2C3,EC50,'=',61.9
Fc1ccc(C#CCOc2nsnc2C23CN4CC2C3C4)cc1,EC50,'=',71
,,,
O=C(O)c1cn(Cc2ccc(N=C=S)cc2)c2ccccc2c1=O,EC50,'=',389.05
Cn1cc(-c2ccc(CN3C(=O)C4(OCCO4)c4ccccc43)c(F)c2)cn1,EC50,'=',3200
,,,
,,,
,,,
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](NCCNC(=O)C1CCCCC1)C2,EC50,'=',1500
,,,
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)N(C)c1ccc(F)cc1,EC50,'=',118
Cn1cc(-c2ccc(Cc3cc(C(=O)NC4CCOCC4)nn4cccc34)cc2)cn1,EC50,'=',182
O=C(N[C@H]1CCCC[C@@H]1O)c1cc(Cc2ccc(-c3ccnc(Cl)c3)cc2)c2cccn2n1,EC50,'=',224
N#Cc1cncc(-c2ccc(Cc3cc(C(=O)N[C@H]4CCCC[C@@H]4O)nn4cccc34)cc2)c1,EC50,'=',146
Cc1cccc(-c2ccc(Cc3cc(C(=O)N[C@@H]4CCCC[C@H]4O)nn4cccc34)cc2)n1,EC50,'=',96
COc1ccc(-c2ccc(Cc3cc(C(=O)N[C@@H]4CCCC[C@H]4O)nn4cccc34)cc2)cn1,EC50,'=',108
Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-c2cscn2)cc1,EC50,'=',3900
CCCCOc1nsnc1OC1CNC1,EC50,'=',6202
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](NCCNC(=O)NC1CC1)C2,EC50,,
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](NCCNC(=O)c1ccccc1Cl)C2,EC50,'=',2300
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](NCCNC(=O)c1cccc(OC)c1)C2,EC50,'=',3600
COc1nsnc1OCCOCCOCCOCCOc1nsnc1C1=CCCN(C)C1.Cl,EC50,'=',63.1
,,,
Fc1cc(F)cc(C#CCOc2nsnc2C23CN4CC2C3C4)c1,EC50,'=',20.2
Cn1cc2c(-c3cc(F)c(Cn4cnc5cnccc5c4=O)c(F)c3)cccc2n1,EC50,'=',5300
CCOc1nsnc1OC1CN2CCC1CC2,EC50,,
Clc1nsnc1OC1CN2CCC1CC2,EC50,,
CCCCCOc1nsnc1OC1CN2CCC1CC2,EC50,'=',164.8
CSCCc1nsnc1OC1CN2CCC1CC2,EC50,,
CCC#CCO/N=C1\CN2CCC1C2,EC50,'=',5900
C[N+](C)(C)CC#CCOC(=O)Nc1cccc(Cl)c1.[Cl-],EC50,'=',3500
CC(C)N1CCC2(C1)C(=O)N(Cc1ccc(-c3cnn(C)c3)cc1F)c1ccccc12,EC50,'>',10000
CCCCOc1nsnc1OC1CCNC1,EC50,'=',4867
CCCCOc1nccnc1OC1CN2CCC1CC2,EC50,,
CN1CCC=C(c2nsnc2SCCCCCCSc2nsnc2C2=CCCN(C)C2)C1,EC50,'=',590
CCCSc1nsnc1O[C@@H]1CC2CCN(C2)C1,EC50,,
Cn1cc(-c2ccc(CN3C(=O)C(N)c4ccccc43)c(F)c2)cn1,EC50,'=',1258.93
Cn1cc(-c2ccc(CN3C(=O)CSc4ccccc43)c(F)c2)cn1,EC50,'=',3235.94
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)N(C)Cc1ccc(F)cc1,EC50,'=',154
Cn1cc(-c2ccc(Cn3cc(C(=O)N[C@H]4COCC[C@@H]4O)c4ncccc43)cn2)cn1,EC50,'=',34.8
Cn1ccc(-c2ccc(Cc3cc(C(=O)N[C@@H]4CCCC[C@H]4O)nc4c3ccn4C)cc2)n1,EC50,'=',180
O=C(NCCN[C@@H]1C[C@H]2CC[C@@H](C1)N2C(=O)OCc1ccccc1)c1ccccc1,EC50,'>',10000
CC(C)[C@@H]1N=C(c2cccc(Cl)c2)c2cc(Cl)ccc2NC1=S,EC50,'=',172
Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-c2cscn2)cc1,EC50,'>=',3900
O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ncccc32)CC1,EC50,,
O=C(Nc1ccc(OC(F)F)nc1)NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,EC50,'>',10000
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(C)cc1)[C@H](O)C2)N(C)Cc1ccc(F)cc1,EC50,'=',49.5
CC(=O)OCC[N+](C)(C)C,EC50,'=',25.9
COc1nsnc1OC1CN2CCC1CC2,EC50,,
O=c1[nH]c2ccccc2n1C1CCN(C2CCOCC2)CC1,EC50,'=',63.1
CCSc1nsnc1OC1CN2CCC1CC2,EC50,,
CN1CCC=C(c2nsnc2OCCOCCOCCOCCOc2nsnc2C2=CCCN(C)C2)C1,EC50,'=',7.943
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](NCCNC(=O)N1CCCC1)C2,EC50,'>',10000
O=c1[nH]c2ccccc2n1C1CCN(CCCOc2ccc(F)cc2)CC1,EC50,'=',398.11
c1nsnc1OC1CN2CCC1CC2,EC50,,
O=C1CCc2ccccc2N1CCCN1CCC(c2ccc3[nH]ccc3c2)CC1,EC50,'=',160
CC(=O)OCC[N+](C)(C)C,EC50,'=',27000
O=C(N[C@H]1CCCC[C@@H]1O)c1cn(Cc2ccc3ncccc3c2)c2cccnc12,EC50,'=',185
O=C(N[C@H]1CCCC[C@@H]1O)c1cn(Cc2ccc(-n3cc(-c4ccncc4)cn3)cc2)c2cccnc12,EC50,'=',273
O=C(N[C@H]1CCOC[C@@H]1O)c1cn(Cc2ccc(-n3cccn3)cc2)c2cccnc12,EC50,'=',63
Cn1ccc(NC(=O)c2cn(Cc3ccc(-n4cccn4)cc3)c3cccnc23)n1,EC50,'=',258
COc1ccc(Cn2cc(C(=O)O)c(=O)c3c(F)ccc(F)c32)cc1,EC50,'=',1.778
CCCCOc1nsnc1OC1CN2CCC1CC2,EC50,'=',102
COc1ccc(Cn2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c3ncccc32)cc1,EC50,'=',1800
CN1CCC=C(c2nsnc2OCCCCCCCCCOc2nsnc2C2=CCCN(C)C2)C1,EC50,'=',720
Cc1nnc2sc(C(=O)NCc3ccc(S(F)(F)(F)(F)F)cc3)c(N)c2c1C,EC50,'>',30000
CCCCOc1nsnc1OCC[N+](C)(C)C,EC50,,
,,,
Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1C(O)c1ccc(-c2cscn2)cc1,EC50,'>',1101
O=C(N[C@H]1CCOC[C@@H]1O)c1cn(Cc2ccc(-c3cc[nH]n3)cc2)c2cccnc12,EC50,'=',77
O=C1CCc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,EC50,'=',110
C[N+](C)(C)CCOC(N)=O.[Cl-],EC50,'=',130000
CC(=O)OC1CN2CCC1CC2,EC50,'=',4466
C#CCO/N=C1\CN2CCC1C2,EC50,'=',890
CN1CCC=C(c2nsnc2SCCCCCCCSc2nsnc2C2=CCCN(C)C2)C1,EC50,'=',180
C#CCOc1noc2c1CNCCC2,EC50,'=',140
CC(=O)OCC[N+](C)(C)C,EC50,'=',20000
O=C(N[C@H]1CCCC[C@@H]1O)c1cn(Cc2ccc(-n3cccn3)cc2)c2cccnc12,EC50,'=',101
Cc1cnc2c(C(=O)N[C@H]3CCOC[C@@H]3O)cn(Cc3ccc(-c4ccn(C)n4)cc3)c2c1,EC50,'=',211
CN1CCC2(C1)C(=O)N(Cc1ccc(-c3cnn(C)c3)cc1F)c1ccccc12,EC50,'=',3800
CCOC(=O)N1C[C@H]2CC[C@@H](C1)[C@H]2NCCNC(=O)c1cc(F)cc(F)c1,EC50,'=',200
Cn1cc2c(-c3cc(F)c(CN4CCc5ncccc5C4=O)c(F)c3)cccc2n1,EC50,'>',10000
Cn1cc2c(-c3cc(F)c(Cn4cnc5cnccc5c4=O)c(F)c3)cccc2n1,EC50,'>',10000
Cn1cc2c(-c3cc(F)c(Cn4cnc5cnccc5c4=O)c(F)c3)cccc2n1,EC50,'=',980
C[N+](C)(C)CCOC(N)=O.[Cl-],EC50,'=',5011.87
C[N+](C)(C)CCOC(N)=O.[Cl-],EC50,'=',15848.93
CCCSc1nsnc1O[C@@H]1CC2CCN(C2)C1,EC50,,
CC(=O)OCCCCCCCCCCCCOc1nsnc1C1=CCCN(C)C1.Cl,EC50,'=',2511.89
CN1CCC=C(c2nsnc2SCCCCCCCCSc2nsnc2C2=CCCN(C)C2)C1,EC50,'=',920
O=C(OCC1CCNCC1)c1ccccc1-c1cccc(Cl)c1,EC50,'>',10000
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](CN1CC[C@H](N3C(=O)Cc4ccccc43)C1)C2,EC50,'=',12
CN1CCC=C(c2nsnc2OCCCCCCCCCCCCOc2nsnc2C2=CCCN(C)C2)C1,EC50,'=',340
Cc1ccccc1C(=O)N1CCC(N2CCC(n3c(=O)[nH]c4cc(Cl)ccc43)CC2)CC1,EC50,'=',2710
O=c1[nH]c2cc(F)ccc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,EC50,'=',2300
O=C(Nc1cccc(SC(F)(F)F)c1)N1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,EC50,'=',6500
Cn1cc(-c2ccc(CN3C(=O)C(C)(N)c4ccccc43)c(F)c2)cn1,EC50,'>',10000
Cn1cc(-c2ccc(CN3C(=O)C(O)(C(F)(F)F)c4ccccc43)c(F)c2)cn1,EC50,'=',3311.31
,,,
Cn1cc(-c2ccc(CN3C(=O)C(O)(C(F)(F)F)c4ccccc43)c(Cl)c2)cn1,EC50,'>',10000
Cn1cc(-c2ccc(Cn3cc(C(=O)N[C@H]4CCOC[C@@]4(C)O)c4ncccc43)c(F)c2)cn1,EC50,'=',47.9
,,,
CC(C)(CN1C(=O)c2cccc3cccc(c23)C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC#CCN1CCCC1=O.[Br-].[Br-],EC50,'=',36307.81
CN1CCC=C(c2nsnc2SCCCCCCCCCSc2nsnc2C2=CCCN(C)C2)C1,EC50,'=',120
O=C(c1cccc(Cl)c1)N1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,EC50,'=',930
CCCCCCOc1nsnc1C1=CCCN(C)C1,EC50,'=',10
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@@H](NCCNC(=O)c1ccccc1)C2,EC50,'=',110
O=C(NCC1CCNCC1)c1ncccc1-c1cccc(Cl)c1,EC50,'>',10000
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](NCCNC(=O)c1ccccc1)C2,EC50,'=',970
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](NCCNC(=O)c1ccccc1)C2,EC50,'=',1200
Cc1cn(-c2ccc(Cc3cc4c(cc3C)CN([C@H]3CCOC[C@@H]3O)C4=O)cc2)cn1,EC50,'=',45
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)NCCc1ccc(F)cc1,EC50,'=',183
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)N(C)CCc1ccc(F)cc1,EC50,'=',80.9
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(-c3ccccc3)cc1)[C@H](O)C2)N(C)Cc1ccc(F)cc1,EC50,'=',22.8
,,,
CCn1cc(-c2ccc(CN3C(=O)C(O)(C(F)(F)F)c4ccccc43)c(F)c2)cn1,EC50,'=',3300
C[C@H]1CNCC[C@]1(F)CNC(=O)c1c(F)cccc1-c1cccc(Cl)c1,EC50,'=',10
Cc1cccc(C(=O)NCC2CCNCC2)c1-c1cccc(Cl)c1,EC50,'>',10000
Cn1cc(-c2ccc(Cn3c(=O)ccc4ccccc43)c(F)c2)cn1,EC50,'>',10000
CN1CCC=C(C2=NOC(O)C2)C1,EC50,'=',17320
CN1CCC=C(c2ccon2)C1,EC50,'=',780
Fc1cc(F)cc(C#CCSc2nsnc2C23CN4CC2C3C4)c1,EC50,'=',7.6
O=C(NCc1ccncc1)c1ccccc1-c1nc(Cl)cs1,EC50,'>',10000
Cc1cccc(-c2ccccc2C(=O)NCC2CCNCC2)c1,EC50,'>',10000
COc1ccc(-c2ccccc2C(=O)NCC2CCNCC2)cc1,EC50,'>',10000
O=C(NCC1CCNCC1)c1ccccc1-c1cccc(-c2ccccc2)c1,EC50,'>',10000
O=C(NCc1ccncc1)c1ccccc1-c1cccnc1,EC50,'>',10000
O=C(NCC1CCNCC1)c1ccccc1-c1cccc(Cl)c1Cl,EC50,'>',10000
CN(C)C(=O)CNC(=O)c1cn(Cc2ccc(-n3cccn3)cc2)c2cccnc12,EC50,'=',112
O=C(NCC1(O)CCC1)c1cn(Cc2ccc(-n3cccn3)cc2)c2cccnc12,EC50,'=',500
Cc1cc2c(cc1F)[nH]c(=O)n2C1CCN(C2CCOCC2)CC1,EC50,'=',5.012
CCOC(=O)N1C[C@H]2CC[C@@H](C1)[C@H]2NCCNC(=O)c1cccc(OC)c1,EC50,'=',240
,,,
,,,
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](NCCNC(=O)N1[C@H](C)CCC[C@@H]1C)C2,EC50,'=',2500
S=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1n1ccnc1,EC50,'>',10000
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)NCc1ccccc1F,EC50,'=',87
Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccc(F)cc43)CC2)CC1,EC50,'=',0.76
CC(C)(O)CNC(=O)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1,EC50,'=',6400
O=C(NCC(O)C(F)(F)F)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1,EC50,'=',2200
Cn1nccc1-c1ccc(CN2CC(C(=O)N[C@H]3CCCC[C@@H]3O)Oc3ccccc32)cn1,EC50,'=',1258.93
O=C(CC1CCNCC1)Nc1ccccc1-c1cccc(Cl)c1,EC50,'=',7943.28
O=c1[nH]c2ccc(F)cc2n1C1CCN(C2CCN(Cc3ccccc3C(F)(F)F)CC2)CC1,EC50,'>',10
O=c1[nH]c2cc(F)ccc2n1C1CCN(C2CCN(Cc3ccccc3C(F)(F)F)CC2)CC1,EC50,'=',1.04
O=c1[nH]c2cc(Cl)ccc2n1C1CCN(C2CCN(Cc3ccccc3)CC2)CC1,EC50,'=',356
CC(=O)OCC[N+](C)(C)C,EC50,'=',616.6
O=C1CCc2ncccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,EC50,'=',12
C#CCC#CCO/N=C1\CN2CCC1C2,EC50,'=',4700
Cn1c(CO)c(Cc2ccc(-n3cccn3)cc2)cc(C(=O)N[C@H]2CCC(O)C[C@@H]2O)c1=O,EC50,'=',177
CCCO/N=C1\CN2CCC1C2,EC50,'=',27000
C(#Cc1ccccc1)CO/N=C1\CN2CCC1C2,EC50,'=',3300
Cc1c(Cc2ccc(-n3cccn3)cc2)cc(C(=O)N[C@H]2CCC(O)C[C@@H]2O)c(=O)n1C,EC50,'=',63
CC(=O)OCC[N+](C)(C)C,EC50,'=',27000
,,,
CCO[C@H]1CC[C@](C)(N2CCC(n3c(=O)oc4ccc(C#N)cc43)CC2)CC1,EC50,'=',3.162
CCOc1noc2c1CNCCC2,EC50,'=',95
Fc1ccccc1C1=NCC(=S)Nc2ccc(Cl)cc21,EC50,'=',317
Fc1ccccc1C1=N[C@@H](C2CC2)C(=S)Nc2ccc(Cl)cc21,EC50,'=',165
NC1CCCCC1NC(=O)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1,EC50,'=',2238.72
O=C(Nc1ncccc1F)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1,EC50,'=',2300
Cc1cccc(C(=O)N2CCC(N3CCC(n4c(=O)[nH]c5cc(Cl)ccc54)CC3)CC2)c1,EC50,'=',2110
O=c1[nH]c2c(F)cccc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,EC50,'=',2600
O=c1[nH]c2cc(Cl)ccc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,EC50,'=',4100
O=C(Nc1cccc(SC(F)(F)F)c1)N1CCC(N2CCC(n3c(=O)[nH]c4ccc(F)cc43)CC2)CC1,EC50,'=',9600
Cc1nn(C)cc1-c1ccc(CN2C(=O)C3(CCN(C4CCCC4)C3)c3ccccc32)c(F)c1,EC50,'=',3000
Cn1cc(-c2ccc(CN3CC4(OCCO4)c4ccccc43)c(F)c2)cn1,EC50,'>',10000
Cn1cc(-c2cc(F)c(CN3C(=O)C4(CCN(C5CCCC5)C4)c4ccccc43)c(F)c2)cn1,EC50,'=',2600
,,,
,,,
C[N+](C)(CC#CCOC1=NOCC1)CCCCCCNC(=O)c1cn(Cc2ccccc2)c2ccc(F)cc2c1=O.[Br-],EC50,'=',58.88
CCCCCCCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,EC50,'=',537.03
O=C1CCc2cccnc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,EC50,'=',20
,,,
CN1C(=S)CN=C(c2ccccc2)c2cc(Cl)ccc21,EC50,'>',10000
C[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=S,EC50,'=',103
Cc1ccc2c(c1)C(c1ccccc1)=NC(C(C)C)C(=S)N2,EC50,'=',62
CC(C)[C@@H]1N=C(c2ccccc2)c2cc(OC(F)(F)F)ccc2NC1=S,EC50,'=',232
CCC1N=C(c2ccccc2)c2cc(N)ccc2NC1=S,EC50,'>',10000
,,,
CC(C)[C@@H]1N=C(C2CCCCC2)c2cc(Cl)ccc2NC1=S,EC50,'=',414
NC(=O)c1cncc(-c2ccc(Cc3cc(C(=O)N[C@H]4CCCC[C@@H]4O)nn4cccc34)cc2)c1,EC50,'=',36
Cc1c(Cc2ccc(-c3cocn3)cc2)cc(C(=O)N[C@H]2CCCC[C@@H]2O)c(=O)n1C,EC50,'=',38
Cc1c(Cc2ccc(-n3cccn3)cc2)cc(C(=O)N[C@H]2CCOC[C@@H]2O)c(=O)n1C,EC50,'=',20
Cc1c(Cc2ccc(-n3cccn3)cc2)cc(C(=O)N[C@H]2CCCC[C@@H]2O)c(=O)n1C,EC50,'=',29
O=C(N[C@H]1CCC(O)C[C@@H]1O)c1cn(Cc2ccc(-n3cccn3)cc2)c2cccnc12,EC50,'=',16
O=C(N[C@H]1CCCC[C@@H]1O)C1CN(Cc2ccc(-n3cccc3)cc2)c2ccccc2O1,EC50,'=',2100
CC(C)(O)CNC(=O)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1,EC50,'=',5888.44
CC(O)(CNC(=O)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1)C1CC1,EC50,'=',1905.46
COc1cccnc1NC(=O)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1,EC50,'=',1621.81
O=C(N[C@H]1CCCCC1=O)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1,EC50,'=',2700
O=C(N[C@H]1CCCC[C@@H]1O)C1CN(Cc2ccc(Cl)nc2)c2ccccc2O1,EC50,'=',7079.46
O=C(N[C@H]1CCCC[C@@H]1O)C1CN(Cc2ccc(Br)nc2)c2ccccc2O1,EC50,'=',1071.52
Cn1cc(-c2ccc(CN3CC(C(=O)N[C@H]4CCCC[C@@H]4O)Oc4ccccc43)cn2)cn1,EC50,'=',177.83
CO/N=C/C1=CCCN(C)C1,EC50,'=',21
N#Cc1ccc(Cn2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c3ncccc32)cc1,EC50,'=',478
O=C(N[C@H]1CCCC[C@@H]1O)c1nn(Cc2ccc(-n3cccn3)cc2)c2cccnc12,EC50,'=',215
CSc1nsnc1OC1CN2CCC1CC2,EC50,,
Cn1ccc(-c2ccc(Cc3cc(C(=O)NC4CCOCC4)nc4c3ccn4C)cc2)n1,EC50,'=',660.69
Cn1ccc(-c2ccc(Cc3cc(C(=O)NC4CCOCC4)nc4c3ccn4C)cc2)n1,EC50,'=',660
Cc1c(Cc2ccc(-c3cscn3)cc2)cc(C(=O)N[C@H]2CCCC[C@@H]2O)c(=O)n1C,EC50,'=',166
Cc1c(Cc2ccc(-n3cccn3)cc2)cc(C(=O)N[C@H]2CCCC[C@@H]2O)c(=O)n1C,EC50,'=',29
CCCCCCOc1nsnc1C1=CCCN(C)C1,EC50,'=',15.85
,,,
,,,
COc1nsnc1OCCCCCCCCCCCCOc1nsnc1C1=CCCN(C)C1,EC50,'=',398.11
O=C(NCC1CCNCC1)c1ccccc1-c1cc(Cl)ccc1Cl,EC50,'=',39.81
O=C(NCC1CCNC1)c1ccccc1-c1nc(Cl)cs1,EC50,'>',10000
O=C(NCc1ccncc1)c1ccccc1-c1cccc2ccccc12,EC50,'>',10000
CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1.Cl,EC50,'=',210
CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1.Cl,EC50,'=',740
Cn1cc(-c2cc(F)c(CN3C(=O)C4(CCN(C5CCCC5)C4)c4ccccc43)cc2F)cn1,EC50,'=',4073.8
Cn1cc(-c2ccc(CN3C(=O)C4(CCN(c5ncccn5)C4)c4ccccc43)c(F)c2)cn1,EC50,'=',2454.71
CC(=O)N1CCC2(C1)C(=O)N(Cc1ccc(-c3cnn(C)c3)cc1F)c1ccccc12,EC50,'>',10000
CNCCN1CCCc2cc(NC(=N)c3cccs3)ccc21,EC50,'>',40000
Fc1ccccc1C1=CCC(=S)Nc2ccc(Cl)cc21,EC50,'=',317
CC(C)[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,EC50,'=',777
,,,
O=C(N[C@H]1CCCC[C@@H]1O)C1CN(Cc2ccc(-n3ccnc3)nc2)c2ccccc2O1,EC50,'=',290
Cc1cccc(Cn2cc3c(=O)n(Cc4ccc(C)cc4C)nc-3c3ccccc32)c1,EC50,,
,,,
,,,
,,,
O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3cc(F)ccc32)CC1,EC50,'=',66
,,,
,,,
C(#Cc1ccccc1)COc1nsnc1[C@H]1CN2CCC[C@@H]1C2,EC50,,
CCOC(=O)N1C[C@H]2CC[C@@H](C1)[C@H]2NCCNC(=O)c1cccc(Cl)c1,EC50,'=',47
CCOC(=O)N1C[C@H]2CC[C@@H](C1)[C@H]2NCCNC(=O)C1CCCC1,EC50,'=',3600
COc1ccccc1-c1ccccc1C(=O)NCC1CCNCC1,EC50,'>',10000
Cc1ccc(-c2ccccc2C(=O)NCC2CCNCC2)cc1Cl,EC50,'=',12.59
O=C(NCC12CCN(CC1)C2)c1ccccc1-c1cccc(Cl)c1,EC50,'>',10000
C(#Cc1ccccc1)CSc1nsnc1[C@@H]1CN2CC[C@H]1C2,EC50,'>',100
CO[C@H]1CC[C@](C)(N2CCC(N3C(=O)Cc4ccc(C)cc43)CC2)CC1,EC50,'=',3.162
O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)COc3ccccc32)CC1,EC50,'=',61
COc1cccc(CC(=O)NC2CCN(CCCN3C(=O)COc4ccccc43)CC2)c1,EC50,'=',130
CCC(=O)NC1CCN(CCCN2C(=O)CCc3c(F)cccc32)CC1,EC50,'=',19
CC(=O)N(C(=O)CC1CCNCC1)c1ccccc1-c1ccc(Cl)cc1,EC50,'>',10000
O=C(NCC1(F)CCNCC1)c1c(F)cccc1-c1cccc(Cl)c1,EC50,'=',63.1
Cc1cc2c(cc1Cc1ccc(-c3cocn3)cc1)C(=O)N([C@H]1CCOC[C@@H]1O)C2,EC50,'=',47
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,EC50,'=',170000
Cn1cc(-c2ccc(CN3C(=O)CCc4ccccc43)c(F)c2)cn1,EC50,'=',5623.41
Cn1cc(-c2ccc(CN3C(=O)C[S+]([O-])c4ccccc43)c(F)c2)cn1,EC50,'>',10000
Cn1cc(-c2ccc(CN3C(=O)C(O)(CF)c4ccccc43)c(F)c2)cn1,EC50,'>',10000
,,,
Cc1cc2c(cc1F)[nH]c(=O)n2C1CCN(C2CCOCC2)CC1,EC50,'=',8
CC(C)C(=O)N1[C@@H]2CC[C@H]1C[C@H](NCCNC(=O)c1ccccc1)C2,EC50,'=',5400
,,,
CCCCCCOc1nsnc1C1=CCCN(C)C1,EC50,'=',158.49
CN(Cc1ccccc1-c1cccc(Cl)c1)C(=O)C1CCNCC1,EC50,'>',10000
CC1CNCCC1CNC(=O)c1ccccc1-c1cccc(Cl)c1,EC50,'=',19.95
CN1CCC=C(c2nsnc2SCCCCCCCCCCCSc2nsnc2C2=CCCN(C)C2)C1,EC50,'=',1500
C(#Cc1ccccc1)COc1nsnc1C1CN2CCC1CC2,EC50,'=',15.7
C(#Cc1ccccc1)COc1nsnc1[C@H]1CN2CC[C@@H]1C2,EC50,'=',159
,,,
Clc1cc(Cl)cc(C#CCOc2nsnc2C23CC4CC2C3C4)c1,EC50,'=',1200
Clc1cccc(C#CCOc2nsnc2C23CN4CC2C3C4)c1,EC50,'=',10.5
Cc1ccccc1C(=O)N1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,EC50,'=',880
C[N+](C)(C)CCOC(N)=O.[Cl-],EC50,'=',4600
Fc1cc(Cl)cc(C#CCSc2nsnc2C23CN4CC2C3C4)c1,EC50,'=',46
CN1CCC=C(c2nsnc2OCCOCCOCCOCCOc2nsnc2C2=CCCN(C)C2)C1,EC50,'=',8.5
Cc1ccc(Cn2nc3c4ccccc4n(Cc4cccc(F)c4)cc-3c2=O)c(C)c1,EC50,'=',1420
Cc1ccc(Cn2nc3c4ccccc4n(Cc4ccncc4)cc-3c2=O)c(C)c1,EC50,'=',1550
O=c1[nH]c2cc(Br)ccc2n1C1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1,EC50,'=',4400
O=C(Nc1cccc(SC(F)(F)F)c1)N1CCC(N2CCC(n3c(=O)[nH]c4c(F)cccc43)CC2)CC1,EC50,'>',10000
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,EC50,'=',17.5
,,,
Cn1cc(-c2ccc(CN3C(=O)C4(CCN(C5CCC5)C4)c4ccccc43)c(F)c2)cn1,EC50,'>',10000
O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)CCc3c(F)cccc32)CC1,EC50,'=',150
COc1ccc2c(c1)N(CCCN1CCC(NC(=O)Cc3ccccc3)CC1)C(=O)CC2,EC50,'=',120
CN(C(=O)Cc1ccccc1)C1CCN(CCCN2C(=O)COc3ccccc32)CC1,EC50,'=',910
C[N+](C)(C)CCOC(N)=O.[Cl-],EC50,'=',15848.93
,,,
Cn1cc2c(-c3cc(F)c(CN4Cc5sccc5C4=O)c(F)c3)cccc2n1,EC50,'=',1920
Cn1cc2cc(-c3cc(F)c(CN4Cc5ccsc5C4=O)c(F)c3)ccc2n1,EC50,'=',246
