,Loss,TP,FP,TN,FN
0,0.7793254852294922,30.0,0.0,0.0,3.0
1,0.41036489605903625,31.0,0.0,0.0,2.0
2,0.44333791732788086,30.0,0.0,0.0,3.0
3,0.51535964012146,30.0,0.0,0.0,3.0
4,0.42932453751564026,30.0,0.0,0.0,3.0
5,0.9128737449645996,30.0,0.0,0.0,3.0
6,0.6515806317329407,31.0,0.0,0.0,2.0
7,0.5590744614601135,31.0,0.0,0.0,2.0
8,0.801157534122467,29.0,0.0,0.0,4.0
9,0.6663035154342651,31.0,0.0,0.0,2.0
