,Loss,TP,FN,Sensitivity
0,0.176687166,32,1,0.96969697
1,0.099076889,32,1,0.96969697
2,0.162425265,32,1,0.96969697
3,0.261585385,32,1,0.96969697
4,0.334362805,32,1,0.96969697
5,0.04192856,32,1,0.96969697
6,0.225107104,32,1,0.96969697
7,0.051342752,32,1,0.96969697
8,0.048259959,32,1,0.96969697
9,0.026647931,32,1,0.96969697
